Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-209_4256.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-210_4257.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-211_4258.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-213_4260.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-219_4267.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-220_4268.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-221_4269.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-12-2024_Slot1-222_4289.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-52_4249.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-53_4250.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-54_4251.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-55_4252.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-56_4253.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-74_4264.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-75_4265.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-76_4266.d
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	18826.9	15162.4	14422.5	23971.8	31853.8	23863.8	21660.6	19939.6	36737.9	18314.1	25024.6		153806	14527.1	18424.2	21482.4
O14976	O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase			2858.3	3870.77	7449.8	15807.3					20942.5			12832.5		
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	38954.8	34632.8	19937.3	25138.8	26436.3	53610.7	29369.8	41386.3	29816	49070.6	30341.8	19095.7	32868.9	31736.2	38882.3	24494.9
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	55419.7		13350.5	24810.9	43941.6	27380.8	37384.4	23232.5	24194	37798.5	40691.5		137761	45937.6	43097.7	28060.2
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172														3040.52		
O15013	O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10				6155.08									22215			
O15020	O15020	SPTN2_HUMAN	SPTBN2	"Spectrin beta chain, non-erythrocytic 2"		13319.8	273190		10300.3									451272		
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A			10397.9	8662.93	8045.19						11916.6					
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2		66011.4														
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein		46980.4	5429.23		20320	19162.5							32830.1		9792.69	
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin			14538.9												5019.31	
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	24739.4			5479.06	15295.9	11797.4	17586.2	17853.7	36759.3	11125.7			19160.7	11831.9		16766.5
O15111	O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha			8495.55													
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	19758.4			16569.6							38429.2			1747.47	19575.2	
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	99434.5		8968.18													
O15121	O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1			5359.74	3712.89				30581.2						27775.6		
O15126	O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1				3594.57												
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2			6610.92	49677.8								75911		4664.3		
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	32409.6		6229.24	39147.6	13610.2	16701.3	29792.5	23152.1	21482.5	24532.8	25021.1	4984.09	24217.9	25198	14605.7	50049.6
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	67219.3	29547.3	15891.1	77418.6	54476.3	40581.4	58338.4	46791.6	51380.9	44241.4	61426.5	14034.3	62080.2	68863.8	56350.1	45160.1
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	29202.6	26523.1	24084.5	73743.7	69145	55430.5	51258.5	66479.5	53005.7	42887.1	67449.3	20406	71223.5	71770.8	39633.2	71804.9
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1		4952.27	5943.22	11527.8	9946.97			7642.65	5156.27	15288.1		7378.39		8613	12127	
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	14112.8	13110.5	14690.6	11957.4	3154.21		11607.9	69203.2	18173.4	13197.3		19784.1		13750.1		
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6			7879.83	8742.75	14592.5	15073.4	23033.7	35023.8	12434.3	9668.67	31562.2		16235.8	12539.8	12310.5	
O15213	O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46				19680	10004.5											
O15226	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor						77165.3						6936.7				
O15228	O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase		5596.51														
O15231	O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185			42132.5		26749.2			10350.7						18958.6		
O15254	O15254	ACOX3_HUMAN	ACOX3	Peroxisomal acyl-coenzyme A oxidase 3			22851.5		10460				10717.4			172844				
O15258	O15258	RER1_HUMAN	RER1	Protein RER1			14476.7	9066.22						12715						
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	12921.2	40276.4	87489.8	31917.2	35898.8	7790.98	10541.9	28942.8	35780.8	40828	29581.2	17182.7		30964.3	13506	
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1					20253.5					7107.61		19001.9				
O15270	O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2			77776.2													
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2				11316.7	21368.1						14938.6			5605.53		
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	9376.31		11110.3	2752.74	7196.95	25107.1		20979.1	32188.3	24417.8	6441.68		8639.21	27775.7	4783.04	10844.4
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	9776.63	7664.46	8745.89	6086.23	8247.02	14457.3	21208.5	23960.8	8282.96	15704	9557.53		13959.6	15436.2	25342.4	7439.27
O15357	O15357	SHIP2_HUMAN	INPPL1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"				8752.43				61498.6								
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	56517.9		28550	28681.6	26955	28678.2	24774.1	16288.3	20165.7	17463.7	17546.1		35238	27277.3	25595.9	22614.6
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	9816.57			7874.77	14048.7	20904.9	8844.81				30553.8		14555.4	13452.9	12851.3	14714
O15382	O15382	BCAT2_HUMAN	BCAT2	"Branched-chain-amino-acid aminotransferase, mitochondrial"																105968
O15397	O15397	IPO8_HUMAN	IPO8	Importin-8				2166.17	18658.9		5046.19									
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7		10089.8	19482.2	15671.4			10290.8			14961.5	17436.1					
O15439	O15439	MRP4_HUMAN	ABCC4	ATP-binding cassette sub-family C member 4					3773.39											
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2		6902.81	31624.8	8132.98	15275.7			13179.2	19403.3	32947.5	33739.9	18314.6		21225.6		
O15498	O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	42358.2	19089.8	9214.5	12343.2	22005.2	28304.5	25164.7	18821.4	30871	17178.3	26640.8	6072.59	41953.6	22051.2	13221	20511.5
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	31577.9	15186.9	6829.91	67622.9	20204.5	33247.3	33432.5	44740.2	40705.5	30548	57344.6	7999.3	40949	25215.5	31949.5	33746.2
O15533	O15533	TPSN_HUMAN	TAPBP	Tapasin	21062.5	33003.6	15954.8	17993.3	35227.2	8197.32		26889		14880.6	14165	18504.5	7094.96	19070		
O15540	O15540	FABP7_HUMAN	FABP7	"Fatty acid-binding protein, brain"								33398.2						51757.1	56575.3	
O15554	O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4																8567.03
O43143	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15	26476.9	26607.8	21891.6	17394.2	22064.1	24620.9	24354.1	24898.3	39098.7	27898.3	29365.3	18282.5	55401.7	24668.5	31423.7	32453.8
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase			4121.27	2802.2										9876.8		
O43149	O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1					18692.7											
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B			8831.56													
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4		12217.6	8995.86	9464.05	14461.4	10402.1	11090.7			14020.5	23120.3	7022.46	26148.7	6151.25		12255.9
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	29463.6	5949.44	26368.1	10711.7	47174.8	48067.2	21280.4	23151.3	37644.2	21284.6	24818.2		51424.8	27472.9	26186.8	21985.4
O43181	O43181	NDUS4_HUMAN	NDUFS4	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"		22121.8	15050.1	10058.7							8217.03	15470.7				
O43184	O43184	ADA12_HUMAN	ADAM12	Disintegrin and metalloproteinase domain-containing protein 12								11846.9								
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2			11015.5	7497.15	11758.8	15514.7	11730.4	14190.8	7595.36	10258	13167			11821.8		
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	17301.6	30407.6	13410.8	16889.6	27071.3	25098.8	21965	10806	20134.4	22501.6	28214	18580.9	28644.5	22501.5	27581.7	18788.2
O43251;Q9NWB1	Q9NWB1;O43251;A6NFN3	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2																
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1			19942.7	7578.48	6901.97	11880.8	8233.78	25714.6	15989.8	18088.2	14959.6			16541.6	18058.3	
O43264	O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog							29048.4									
O43286	O43286	B4GT5_HUMAN	B4GALT5	"Beta-1,4-galactosyltransferase 5"					3772.54			14011		6085.57	4665.46			2789.47		
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1		6589.69	12852.1	7626.2	10130.1					14033.7				17512.8	24737	7969.78
O43292	O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein			4847.96	4529.25	35026.7	20439.4			18100.7						16005.8	65695.7
O43294	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein		6944.5		3171.79									6068			
O43314	O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2				4520.93	8136.71											
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	11030.2			8702.88	10724.9	10598.4	11844.9	4525.89	4111.17	6846.12	13435.4		1071.69	5376.22	18561.8	7098.57
O43353	O43353	RIPK2_HUMAN	RIPK2	Receptor-interacting serine/threonine-protein kinase 2							4582.34									
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	28104.9	32053.6	23994.3	13850.9	31878.6	34639.9	36691.2	33560.5	30183.1	39008.7	40219.2	28273	24275.2	29676	28523.1	38079.7
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	12966.5	14063.3	7321.71	6677.67	16996.7	13186.7			3812.02		16431.9			16594.8		
O43396	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	29583.2	3389.74	16516.4	29087.9	44436.1	23866.9	21564.8	12291.5	24692.3	41865.9	34357.1	10603.9	21340.9	41006.4	37683.4	33580.9
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	22100.1	14858.3	14550.3	57357.9	22911.8	25090.3	29116.7	14728.7	31184.8	25219.7	32459.7	6268.3	25848.6	26073.1	14677.9	20753.2
O43402	O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8			9474.64	10789.9	10324.7				14636.1					2281.55		
O43426	O43426	SYNJ1_HUMAN	SYNJ1	Synaptojanin-1									54004.7							
O43432	O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	17632.6			11597.3							3198.47					
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H		7795.91		4392.34	13567.4				5416.18		23498.4		19787.6	7588		6346.66
O43464	O43464	HTRA2_HUMAN	HTRA2	"Serine protease HTRA2, mitochondrial"		5756.29					8720.8									
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	9847.91	7643.19	5452.75	7078.46	4725.89		8696.71	28812.1			6563.91				5270.33	
O43491	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	9153.16			11829.1	14664.3		5197.93	7978.11						10607.7	28542.7	
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein				11233.8		11238.8			15903.3					12648.8	22698.2	3485.85
O43592	O43592	XPOT_HUMAN	XPOT	Exportin-T								26394.3						7363.6		
O43598	O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1				24589.6	7366.07											
O43615	O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	19748.7	14078.6	16270	15097.3	11229.1	20114					61260	5218.38				21857.6
O43617	O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3			8569.5	17157.6	10118.7		15879	10916.1			12603.3			11129		
O43633	O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a				15075.9	42150.3	19673.9							33953	7672.75		
O43670	O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	15593.6		12062.4	6844.8	10782.8	16570.5	25202.9	26518.8	20216.5	8166.42		5028.92		18129.1		
O43676	O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3			4663.25		5899.29		7772.21									
O43681	O43681	GET3_HUMAN	GET3	ATPase GET3	8371.77		7929.34	2309.71	16165.7	16500.3		10612.2	18850.9	25626.3	23752.7	12143.1	22302.9	28580.4	27695.9	42470.5
O43684	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	15399.7	21645.5	14204.2	15986.1	14407.8	26808.2	27373.9	23828.8	41057.5	21939.1	22826.5	6204.47	19320.5	32443.5	25490.2	27559
O43707	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	124520	28228	29284.3	160115	97191.2	105228	106801	113608	102211	95007.7	133512	29674.6	93456.5	97842	74253.3	84904.6
O43708	O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase		18841.2		2688.88						6907.37						
O43719	O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1					2155.62											
O43741	O43741	AAKB2_HUMAN	PRKAB2	5'-AMP-activated protein kinase subunit beta-2		8517.68														
O43747	O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	13870.6		6440.19	7680.98	20488.4	13971.1	11079.2	14709	14077.9	8374.83	7013.37		23761.7	14968.4	24770.7	12141.4
O43760	O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2		9569.67		5322.91		10882.2								18420		
O43765	O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha			4244.11	10728.5	11016.8	5834.82		25624.5	21279.6	2031.31				7196.98	13460.9	16433.8
O43768	O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine				4513.53	7288.21											
O43772	O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein				9094.43												
O43776	O43776	SYNC_HUMAN	NARS1	"Asparagine--tRNA ligase, cytoplasmic"	42201.3		15297.8	19663	25261.9	35039.6	18327.5	53756.4	30900	6554.97	23527.6		26136.2	22315.5	22114.1	
O43795	O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	27523.2	36452.1	20340.8	25986.5	27142.3	25280.1	24670.6	29128.8	19920.9	23238.4	27850.3	22914.3	36584.9	29910.7	22810.4	26161
O43809	O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	27340.5	28070.8	17914.3	15100.6	16593.3	20220	22354.9	15088.5	32686.1	18999.3	11683.6	22001.9	10931.1	23937	9494.53	37340.1
O43813	O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1			10227.5	14388	19931.2					15240.4					3333.57	
O43815	O43815	STRN_HUMAN	STRN	Striatin			12093.4											11620.5		11877.6
O43818	O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2		10127.7	8890.07	4303.6	9279.74					7398.38						
O43837	O43837	IDH3B_HUMAN	IDH3B	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"		14117.2	13642.9	7495.92						12145.5					56151.6	
O43847	O43847	NRDC_HUMAN	NRDC	Nardilysin				8382.96	13859.1	19252.5	8553.81	12683.5		5602.13	8634.39			8444.95	14583.9	
O43852	O43852	CALU_HUMAN	CALU	Calumenin		71198	126830	86460.6	28090.5	25734.6		64677.8	54384.9	47760.6	51022.3	50364.6	38965.3	41972.1	52702	23424.9
O43854	O43854	EDIL3_HUMAN	EDIL3	EGF-like repeat and discoidin I-like domain-containing protein 3								46110.8	15745.8							
O43865	O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1			6289.09	12334.5	33416.6									6254.88		
O43896	O43896	KIF1C_HUMAN	KIF1C	Kinesin-like protein KIF1C					16137.6											
O43920	O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5		6292.83	9142.97	6512.06						11016.4						
O43929	O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4								23866.1								
O43933	O43933	PEX1_HUMAN	PEX1	Peroxisome biogenesis factor 1										7208.58						
O60216	O60216;Q9H4I0	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog											5199.36		2734.67			
O60220	O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	12416.8															
O60231	O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16		38862.5				5297.19		45083.4						35271.5		13199.1
O60232	O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	9733.17			7573.67												5376.78
O60256	O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2				9149.35										11552		
O60264	P28370;O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	14426.4	17288.1	11061.5	4507.31	15618.8	22061.8	20669.2	27662.3	23814.3	38188.1	10043.1	14119.1	10640.5	17147.6	13143.8	125362
O60271	O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4				8890.27					63498.3					5075.86		
O60287	O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1								13111.4								
O60306	O60306	AQR_HUMAN	AQR	RNA helicase aquarius		22460.3		5545.68					23932.3	7266.35		6648.18		7670.88	6420.28	
O60313	O60313	OPA1_HUMAN	OPA1	"Dynamin-like 120 kDa protein, mitochondrial"		12152.2	12000.4	6466.46	12549.3	14636.9		8313.71	12330.3	12445.5	15017.4	26726.6	9975.97	13674.1		
O60318	O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein		4583.88					3807.07									
O60341	O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	39261.9				24279.8	26018			13594.6					30789.4	10924.6	
O60346	O60346	PHLP1_HUMAN	PHLPP1	PH domain leucine-rich repeat-containing protein phosphatase 1									4223.73							
O60361	O60361;P22392	NDK8_HUMAN	NME2P1	Putative nucleoside diphosphate kinase	9091.89		6088.88	20043.5	11484	22924.1	28181.9	28315.9	17389	12227.5	22601.4		20613.6	7785.58	11153.5	13124.9
O60437	O60437	PEPL_HUMAN	PPL	Periplakin	11099.6	9570.46	23545.4	12171.9	78701.2				42928.2	40371.2	46946.2	31915.6	42266.6			41273.3
O60443	O60443	GSDME_HUMAN	GSDME	Gasdermin-E				6821.14			6753.65		22295.6		17178.1			13070.4		
O60462	O60462	NRP2_HUMAN	NRP2	Neuropilin-2														11546.8	16562.1	
O60476	O60476	MA1A2_HUMAN	MAN1A2	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB"									7491.21		20198.3	11651				
O60488	O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	35489.3			5338.11	10616.3					39240.4						
O60493	O60493	SNX3_HUMAN	SNX3	Sorting nexin-3			145579	17871.5	17455	13528.5	30157.6	14647.9	19139.9	11509.2	18081	11582.2	13622.5	6868.33		
O60499	O60499	STX10_HUMAN	STX10	Syntaxin-10							6829.68									
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase				18788.4	34893	11539.9	12182.5			52754.1	34453.1			21672.1	11625.4	58113.8
O60504	O60504	VINEX_HUMAN	SORBS3	Vinexin													10803.9	11359.4		
O60506	O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	63874.5	64680.8	54256.2	40843.9	66830	75362.5	87236.7	55105.7	49856.6	59135.9	51747.5	33210.2	61812.4	59384.7	59291.8	42298.9
O60508	O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17										17630.5					13174.3	
O60518	O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6						9979.71										
O60524	O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF				15306.1	17501.8	51010.9										
O60547	O60547	GMDS_HUMAN	GMDS	"GDP-mannose 4,6 dehydratase"				5135.62												
O60568	O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3		13153.4	50887.6	18807.2	15809.1		19354.9	39935.4	10623.9	20408.8	43416.1	18762.9		8535.54	19189.9	10408.1
O60583	O60583	CCNT2_HUMAN	CCNT2	Cyclin-T2			10970.3													
O60610	O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	9360.2			5215.19	10969.1	12459.9	13738.1				10024.1		11809.1	7187.67	36455.4	25262.8
O60613	O60613	SEP15_HUMAN	SELENOF	Selenoprotein F			71596.9	65968.5					104692	32994.1	48822			56674.8		
O60645	O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3				26924.6	13041.1											
O60664	O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	23281.8	6019.53	16145.8	56920	27360.1	30521.4	27780.7	25253.3	49398.3	36154.7	67324.4		43525.4	43389.6	29283.5	44843.6
O60678	O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	5371.68															
O60684	O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7		19519.7		11258.5									14465	14322.1		5195.41
O60701	O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	35739.1	20089.6	6092.42	35403.4	19640.3	40961.7	44903.1	15468.9	37597	28249.5	33888.4	16535.5	46304.3	25599.8		22284.3
O60704	O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2											7404.58					
O60716	O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6150.95		3367.84	7355.5	18885.5		7563.68	27687.1	44699	11782.4	21321.8	10810.2	11345.7	15833.4		13405.1
O60739;P41567	O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b				3979.2	7344.34			10407.1						3556.18		
O60749	O60749;Q13596	SNX2_HUMAN	SNX2	Sorting nexin-2				18088.8	7085.71	23716.4		19461.3			8940.34		5537.99	14973.4	38736.8	16074.6
O60762	O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1		16796.7	8105.14	14377.2	24769.9	5340.92		48487.7	13058.3	12222.8	13034	33063.3		2344.33		
O60763	O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	46449.1	13602.8	12020.6	21507.8	12752.4	8016.79	11903.4	27980.5	23711.3	16327	17113.2		12415.7	17542.1	11178.2	15276.8
O60783	O60783	RT14_HUMAN	MRPS14	"28S ribosomal protein S14, mitochondrial"			4002.63	12498.1							17164.8					
O60784	O60784	TOM1_HUMAN	TOM1	Target of Myb protein 1			8585.2						8595.16							
