Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	395.895	551.156	576.85	857.247	873.947	567.237	785.58	520.125	840.341	777.221	1034.41	617.147	952.699	317.056	794.969		258.491	344.409	652.892	760.489	338.002	389.365		652.859	905.243	470.719	502.088	630.426	774.259	670.643	659.225	413.261		1650.92		293.182
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	30.0122	302.148	440.825	223.4	289.033	598.851	261.47	143.659	171.511	607.076	495.615				145.577	212.843		169.856	171.697	523.641					117.484		119.974	540.377		258.82	191.001	180.815	246.735	653.057	176.495	150.597
O00203	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	284.994	715.245		374.692	352.282	405.123	261.058	482.769	169.905	239.68	427.522	384.459	366.663	423.313	278.233		356.992	286.058	381.586	327.088	265.999	523.875	1004.78	483.035		448.897	499.043	423.168	97.5738	507.848	158.525	520.865		542.213		472.584
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	480.67	410.446	270.541	327.405	282.977	362.992	415.46	367.004	320.167	254.131	357.204	494.378		570.509	334.028		808.622	213.463	501.449	493.049	661.951	454.019		348.81	569.632	473.264	435.253	405.137	390.827	333.417	264.392	399.413		392.087		364.172
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	792.521	886.106	601.288	673.82	612.635	1001.23	549.989	662.644	630.764	560.258	871.929	878.497	1492.81	593.426	1050.73	106.686	653.347	1069.87	823.741	750.636	1047.66	933.027		714.007	866.269	530.002	647.5	922.964	738.68	810.574	558.926	869.549		1039.44		851.729
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	361.566	238.016	364.642	400.568	133.242	363.528	570.229	332.432	392.306	483.974	671.934	177.774			213.155		105.373	364.065	756.015	762.452	670.903	523.264		257.143	261.043	215.29	414.776	530.09	323.22	401.93	529.186	715.959		659.589		554.968
O00264	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	748.51	932.805	1026.58	670.107	1078.16	327.175	790.651	899.375	485.271	437.778	524.963	628.978	852.118	1261.73	895.843	1535.48	598.904	491.361	880.874	560.361	919.398	644.161	687.368	667.31	646.592	1228.49	807.697	1078.15	445.416	832.786	587.768	858.333	1955.86	990.463	1515.84	911.66
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5				52.8584			142.554		258.713			118.976								253.57					200.729			156.741	213.594							
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	262.102		344.216		458.817			207.882	319.57						256.657				314.154		523.22	426.658			145.749		169.598	448.689		271.216	306.336	289.681		553.803		709.322
O00291	O75146;O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	263.193	61.1477	126.39	160.942	230.231	164.844	208.467	107.059	317.06	116.185	441.621	245.972	369.987	228.119	184.883	270.96	123.887	345.489	57.4601	223.086	175.546	410.897		347.097	174.301	522.776	312.189	427.082	417.941	349.944	148.018	283.405		172.583		81.5397
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	6499.41	4594.54	6098.54	5425.04	5706.9	6921.57	5604.53	5680.6	6327.41	6437.49	5969.25	5991.72	5352.75	5440.63	2862.01	564.035	865.068	7056.7	4976.07	7252.09	5555.7	5646.81	559.997	7607.22	5493.08	6173.44	6261.87	5323.33	5199.15	6747.63	6196.9	5890.9	602.18	5215.65	714.63	4665.35
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	1087.88	861.599	726.618	960.779	841.71	1006.54	402.039	747.621	556.697	861.161	1015.13	825.014	527.729	828.114	904.825	866.126	605.305	1188.93	633.381	955.568	822.805	936.452		1179.72	929.871	680.716	990.555	669.32	398.183	956.224	835.232	1071.52		970.352		978.279
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5			239.644	178.336	212.448	375.204	515.364	615.308	137.297		448.159			130.312	273.08		186.343		358.054	472.483	340.833				252.264	149.208	431.908	616.899	49.3042	379.15	261.144	191.393		234.335	69.3755	308.308
O00423	O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	408.632	180.196	374.465	469.181	377.671	224.922	477.015	239.561	317.458	611.168	693.954	483.053	619.808		438.387		704.658		424.118	547.215	459.807	350.555		323.091	634.825	322.23		185.719		462.361	275.424	244.369		372.339		
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	498.008	999.208	515.919	370.54	430.583	870.279	635.137	467.223	258.053		454.745	408.557	481.561	512.018	399.438		507.932	411.748	496.595	774.805	395.117	377.357		596.758	656.457	587.44	619.28	256.446	73.4457	379.596	389.174	511.334		526.774	259.573	731.764
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	355.695			481.794	522.574	485.534	460.331	429.407	462.54	452.75	511.517	581.049			251.735		677.139	315.496	450.766	304.386	514.599	428.399		595.203	709.619	542.005	562.978	319.061		596.031	392.729	721.872		583.244		634.236
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	229.2				212.967	257.232	381.688		162.503	211.408					201.42						174.321	92.0319			256.159	447.41			119.805			155.007				
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4			156.603	168.943		70.4663	113.625		58.3122		242.752				113.564		299.058		107.983					136.822		117.617	305.581		55.0199	76.9281					90.5365	
O00469	O00469	PLOD2_HUMAN	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	838.651	498.87	544.982	812.183	573.37	846.917	411.639	2338.25	252.352	193.554	684.751	978.036	304.672	1134.04	779.365	931.787	957.481	519.338	582.813	386.366	1209.68	583.102	784.157	1114.16	615.968	1017.57	639.004	650.933	978.244	646.931	671.646	1027.37	817.786	549.61	735.588	775.15
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	227.659	214.598		244.267	276.843	659.174	255.442	189.641	523.978	564.057				587.772	527.003	494.112	133.341	311.077	278.234	481.935	556.739	298.376	415.916	282.55	151.471	165.288	436.694		498.275	425.304	718.829	584.679	694.708	151.393	387.25	316.972
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	1259	918.161	989.655	880.541	940.392	680.746	1326	943.347	989.372	800.157	698.706	881.44	676.871	734.025	1507.99		1382.02	875.396	1103.15	732.394	1305.99	960.466	404.999	1390.93	865.349	959.315	834.53	962.665	893.708	1007.88	1502.11	1197.79	74.8661	1439.22		1102.15
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1				53.0122		111.269			210.05										56.8515	145.272		125.924			252.904		186.254			154.307				69.9984		
O00505	O00629;O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	326.407			382.898	636.35		242.344	633.413	343.184					770.895	267.284				629.039			870.988		598.27	779.309	244.773	507.199	680.673	325.416	969.768	684.696	1191.47		719.663		642.101
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	347.493		786.518		687.585	744.078		516.98		247.219			438.54	327.875				218.413	118.757			365.785			402.754					351.749				566.699		206.236
O00560	O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	289.576		608.743	156.589	195.283	676.685	525.575	210.784	417.186	349.974	603.102		324.476	483.725	168.517	290.148	194.983	276.336	558.71	814.334	349.817	713.562			331.89		674.438	236.327	232.514	838.762	430.488	423.397			213.138	172.143
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	339.031	449.317	267.993	638.216	554.435	399.263	284.935	423.788	477.441	582.316	819.819	424.14			634.996		392.972	552.394	545.342	791.47	767.089	405.83	697.821		373.199	338.214	1098.23	557.85	356.666	498.872	700.771	633.003	1182.26	784.869	490.708	327.369
O00571	Q9NQI0;O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	1188.67	1330.89	1600.11	1436.39	1485.56	1614.58	1254.67	1282.79	1308.26	1563.81	1616.35	1155.02	1342.27	1013.59	1420.13	129.19	1076.7	1756.1	1522.27	1908.38	1308.09	1546.89		1354.09	1447.15	864.931	1373.32	986.157	1440.38	1409.31	1384.94	1382.04	412.914	1173.88		1460.82
O00625	O00625	PIR_HUMAN	PIR	Pirin	428.998	677.371	658.272	261.207		174.847	192.055		328.505			280.117		241.944	374.078				865.358	636.26	137.03	387.093		233.434	348.549	302.671	280.175	750.116	243.292	163.023	226.966	282.811	104.67	226.415		
O00712	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	297.221		358.837	338.993	494.698	599.735	579.174	362.151	608.648	549.964	403.064		313.853	384.997	526.976	552.657	1488.62	482.552	599.65	718.16	713.525				752.962		279.383		549.875	312.612	281.682	177.126				187.681
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	113.18																															177.185				246.631
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase								199.452								198.701																			140.032	
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	632.284	942.16	435.661	421.059	612.339	470.393	434.229	599.864	795.487	391.531	508.503		310.675	498.025	448.349			788.454	257.272	225.065	692.622	524.878		1042.68	596.721	501.131	278.594		444.639	538.404	347.092	427.481		493.923		340.237
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	173.559			90.0555				504.158	94.4662										74.9129								30.4311			87.3333	128.536	64.5045				162.972
O14578	O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase			95.6737	106.394	257.216			73.3081	167.149		632.768				121.208		16.6803	659.675		95.3477							134.042		426.632	178.034		136.918				
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	1153.02	1089.89	1091.43	775.834	570.196	508.761	1033.18	702.83	526.668	930.893	477.11		818.271	977.773	1018.4			701.293	261.109	769.909	534.634	640.384		433.428	659.444	468.889	746.402			736.126	234.814	499.045				498.953
O14602;P47813	P47813;O14602	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	"Eukaryotic translation initiation factor 1A, Y-chromosomal"	292.819	235.629	1111.25	882.011	581.685	764.499	482.018	451.756	428.01	765.92	498.782	367.472	155.79	416.33	505.287		149.967	301.969	508.662	326.259	402.93	734.939		638.761	555.001	472.968	555.237	527.733	332.383	648.722	534.906	409.502		379.021		424.85
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	284.371	417.556	450.047	196.344	39.1269	504.354	210.29	247.129	440.197		246.949	87.3456	636.389	357.437	272.854		246.433	355.932	463.901	459.3	230.506	266.32		664.564	526.719	294.859	131.872	339.893		413.086		594.696		203.035		433.421
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase				235.873	557.941	285.089		220.998	382.665			528.691		520.859						394.612	332.214	551.94			214.21	440.43	234.998			133.937				381.094		
O14672	O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	172.658		293.627	226.086	314.315	345.498	67.4681	142.66	210.743	151.839			469.375	235.679	87.1848	302.788	308.638		244.763				266.978	51.0826		250.192		191.448	203.694	282.446	402.169	380.93	66.4471		302.193	296.032
O14683	O14683	P5I11_HUMAN	TP53I11	Tumor protein p53-inducible protein 11	694.643		663.201	378.224	480.258	804.2	495.937	615.896	525.828				494.31	445.561	410.326	620.112	608.324	599.229			618.17	618.452	975.2	705.902	574.148	1452.24	741.266		748.55	851.999	539.112	443.88	424.603	369.617	547.022	799.917
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2					322.523				264.694	1290.63	672.343			710.546	204.709				155.303						459.066	149.027						89.2112				
O14734	O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8					128.248	162.698		119.32	78.0542		187.713				69.6822				56.5883					217.59	125.642											
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	1162.82	539.912	890.357	1192.94	977.639	1123.12	1006.34	1571.68	1019.57	993.286	1062.28	1128.71	610.725	777.243	1003.16		491.859	772.406	867.286	1048.86	1021.96	1324		1226.01	865.579	1168.76	1158.22	1006.13	769.597	910.584	1088.92	1502.11		953.874		1476.88
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	989.58	744.777	932.718	810.581	762.368	921.154	625.366	642.839	751.68	853.856	1169.44	905.01	984.775	734.815	1051.72		346.411	740.078	686.177	1180.14	540.749	480.784		433.206	522.409	351.065	741.293	666.998	816.318	396.014	734.575	567.529		562.048		474.476
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	607.647	501.791	663.506	495.379	570.514	459.956	954.594	586.643	490.201	273.041	748.636	894.601	618.615	494.363	572.584	832.174	1307.76	376.223	510.718	430.159	344.759	536.899	806.262	568.097	111.542	391.343	723.033		483.259	240.557	292.959	386.982			823.308	577.444
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	2104.87	1763.52	2157.32	2353.62	2403.44	2174.91	2200.15	2322.35	2646.28	2530.01	2457.43	1386.76	1948.39	1916.83	2741.92	507.021	2296.77	1904.61	1571.47	2624.37	1924.38	2644.34	444.813	2057.99	2047.08	1405.55	1923.04	2538.48	1705.48	2369.47	2256.45	1940.39	527.879	2569.57	393.919	2022.92
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	39.4662		89.7071	144.629	228.024	158.872	330.985	206.944	299.127	81.1991		171.735	222.853		285.074	289.902		358.387	295.291	315.662	389.053	341.745	235.973	435.514	222.227	357.239	240.558	233.474	355.948	256.511	174.502	139.638		360.776	184.939	316.102
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	152.341			166.401	219.38		202.137	413.963	200.058	175.374	193.875	88.17	253.833		356.986			67.9702	630.874	171.837	224.079	88.5657						70.4002		269.422	264.987	60.335		259.467		330.844
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	642.889		456.617	662.388	148.932	724.799	516.842		445.658	624.779	223.323			433.762	797.424		431.258			295.241		306.361			672.902	510.446				687.348	725.887	315.326			537.649	315.806
O14950;P19105	P24844;P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	3024.2	5197.01	2556.49	1741.02	1656.34	2719.99	6724.76	3672.94	2775.43	1994.17	2541.16	2691.87	1382.13	2338.25	3070.88	1931.17	4230.59	2173.74	7351.69	2795.65	2732.09	3292.76	2467.08	3399.13	2860.84	3935.78	2735.25	3572.13	3837.73	3399.27	2776.96	3185.38	1143.09	2934.01	1065.94	4437.25
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	457.16	130.021	420.188	715.004	564.653	650.898	512.178	713.93	496.422	756.383	271.199	554.825		363.035	541.596		522.709	620.628	516.105	472.574	604.976	775.454		368.753	660.707	279.651	519.252	362.724	343.822	457.881	451.723	495.232		659.612		466.302
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	557.282	582.702	999.281	807.472	489.57	669.75	1145.84	804.969	497.486	1009.6	410.843	993.065	152.354	886.114	744.043		983.831	888.114	348.043	690.42	306.128	379.085		608.723	419.555	632.648	791.027	1060.59	482.582	807.491	588.524	755.375		435.567		518.857
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	386.576		535.377	309.086	572.766	286.264	665.53	298.969	357.054	422.467	627.685	314.969			276.453	234.195	618.227	627.528	429.429	681.357	968.898			498.597	1277.51	416.662	449.249	1245.32	1367.53	1040.69	356.816	1193.01	405.518	978.738		931.957
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	974.622	1193.32	1135.96	915.344	1196.85	1087.14	1329.6	716.779	1212.38	1112.87	1249.13	1244.02	1094.75	918.2	1570.47		759.328	728.785	1256.99	1193.27	1150.16	1409.17		1067.53	1345.39	955.224	1116.85	1584	626.078	987.435	891.291	1077.52		1412.23		881.251
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	1326.4	324.423	1491.07	1367.5	1781.92	916.133	1477.29	742.125	1012.35	1121.29	1727.84	735.261	1651.83	1193.49	996.137	620.06	1367.61	1343.62	916.726	1538.08	1062.38	968.687	460.269	1465.28	1348.73	918.801	884.155	615.962	1406.32	1391.52	965.298	1605.09		1020.88	1286.77	1169.31
O15056	O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2					133.407	73.7326			83.6569			346.506			125.973																			128.497		
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin	1075.36	554.805					453.82	259.694	259.386	558.153		439.307			314.078	338.392	280.231	318.74				282.747			257.749	486.516		103.103		489.554	475.027	332.767	286.8		745.884	
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	394.886		527.971	387.057	225.416	516.368	344.773	115.17	203.988	579.659	477.136	439.241	171.973	322.782	614.253			421.439	544.463	492.963	238.571	152.322			167.827	303.668	127.763	189.809	136.324	150.046	893.632	246.906		426.08		157.472
O15075	O15075	DCLK1_HUMAN	DCLK1	Serine/threonine-protein kinase DCLK1	753.223	418.921	580.165	364.941	312.366	453.846	498.286	155.043	694.379		761.641	701.564	821.383	445.458	297.196		246.778		305.428	355.109	387.871	594.214		318.948	362.172	310.865	665.052	370.528	264.089	285.603	429.706	352.081		303.149		683.944
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	313.469			271.832		378.165	209.42	313.293	255.349		442.39				116.294		443.577		382.427					327.441	236.688		267.039	159.699						273.105		
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	207.416			331.509	521.099	452.743	221.128		113.88				504.248		317.158		169.177	236.603	326.5						150.068					193.569		258.733		266.116	440.026	109.041
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2					26.2445				149.056			382.255			174.948	434.141				183.144							259.563									
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	560.547	603.117	705.663	676.271	670.685	913.219	1108.92	897.163	707.279	476.779	619.618	855.586	952.514	558.494	1019.18	470.254	280.3	680.944	1236.32	285.767	606.213	615.619	691.042	817.271	827.484	632.003	778.563	691.249	766.584	906.863	676.742	860.515	608.75	761.132	278.727	831.014
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1844.49	2414.38	1669.51	1447.56	2037.79	2513.66	3471.76	1886.73	1855.38	1927.39	2146.5	2012.37	2289.79	1238.24	2780.89	1349.49	1509.02	1914.42	3464.96	2565.4	2190.01	1745.88	1066.97	2390.51	2302.76	2119.68	1459.51	2236.62	2340.35	2212.24	1943.74	1684.4	1556.84	1411.07	952.374	2036.56
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	1486.09	1784.01	951.512	895.533	1053.8	1538.62	2076.33	1296.83	972.578	697.057	885.977	1206.29	1107.72	793.526	1533.96	502.947	994.279	1230.55	2210.25	810.65	1307.24	1044.13	328.493	1392.23	803.515	1566.26	870.709	1244.02	1313.76	1696.42	1202.15	1160.03	794.938	1101	357.612	1165.03
O15155	O15155	BET1_HUMAN	BET1	BET1 homolog				277.199		99.855			109.677						47.9589		114.618			322.22	117.015			410.008			249.172			180.064	610.268	131.733	293.398	378.681		493.191
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	457.915		509.877	415.849	299.058	387.323	451.377	385.694	438.267	761.143	1031.01	194.945	661.838	669.1	525.045		266.329	796.553	473.707	722.152	757.946	468.556		851.105	535.102	399.14	350.191	622.791	341.577	184.84	547.211	410.037		263.885		571.751
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	822.953	921.606	1318.1	1037.74	1763.69	967.475	1272.3	1666.67	1180.92	822.518	682.902	1041.79	868.715	837.369	1672.81	2509.51	1387.73	918.129	808.628	1110.21	1589.04	1453.2	1574.88	639.76	826.117	1253.19	975.62	843.409	767.979	1253.49	927.729	811.331	1022.41	957.522	1544.57	1127.96
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	878.218	1143.45	395.924	1370.23	648.751	752.702	398.361	397.288	869.508	667.202	455.987	628.504	539.511	835.962	381.548			410.999	603.028	277.713	304.024	411.604			649.597	481.39	582.84	224.464	599.759	618.283	693.635	384.44		483.75		571.068
O15230	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	37472.7	69647.7	48907.7	36134.2	31812.9	42261.3	38144.7	41395.4	22661.8	51897.9	64454.2	78639.7	72787.3	74628.4	26888.4	55761.6	64442.8	76809.9	39724.9	53074.6	47811.8	60196.9	54041.5	52211	52771	45669	45310.2	57945.4	49729.2	38925	39826	27543.7	56961.1	35290.6	29295.5	32492.6
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2202.15	2884.03	1409.62	1384.31	1561.96	2492.16	1556.01	2680.2	1858.4	1266.44	1539.35	2229.74	1638.53	1231.44	2298.85	3749.51	1686.43	1518.98	1037.59	3250.13	1770.25	2456.68	1696.59	2405.13	1941.43	3625.05	1030.69	1525.5	2133.21	2672.68	3185.75	1542.76	2112.06	1956.77	2567.7	1876.81
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	495.743	362.118	761.061		452.265	432.096	746.18	376.145	563.667	580.893		609.297		335.987	565.104	1207.11	499.705	228.056			436.882	669.25	793.317	576.52			225.287	264.367				317.664	419.344		897.229	597.682
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit				79.0832		163.695	211.861		115.984	323.153			649.756		215.441		216.21		132.493					493.485		266.432	178.005	138.728	521.044	323.804		358.16		142.433		183.918
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	154.05	603.456	304.52	457.267	539.159	580.348		280.902	403.522	496.903		528.563	433.55	382.583	419.97			575.462	451.884		477.306	561.692		434.432	209.308	775.247	360.282	390.054	510.494	384.277	400.199	206.966		389.72		468.467
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	289.367	327.15	574.054	600.691	447.259	493.341	515.373	391.618	341.829			831.448		372.468				573.6	726.896	450.035	436.623						690.973	730.885				377.87		380.828		253.263
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	543.199	624.858	750.968	545.033	690.364	595.977	504.352	579.563	432.343	576.769	1097.2	638.637	704.41	630.202	801.416	172.744	389.391	429.306	578.422	734.251	844.645	511.184		611.961	625.614	537.163	731.526	440.743	479.409	588.308	733.086	524.451		529.246		700.502
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	972.003	757.405	866.054	1404.96	841.543	1043.97	963.573	912.196	580.963	880.677	1223.51	1073.85	591.5	973.413	869.915	230.089	700.029	806.831	661.998	977.269	1141.62	578.984		984.598	840.4	965.987	941.535	698.398	978.207	930.677	1057.77	897.741		804.257	435.368	1142.98
