gene	GO_id	GO_term	definition	synonym	gene_product	annotation_extention	additional_terms
VAMP2	GO:0008021	synaptic vesicle	Vesicle-associated membrane protein 2	SYB2	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
FEZ1	GO:0021766	hippocampus development	Fasciculation and elongation protein zeta-1	NA	protein	NA	NA
MTPN	GO:0021707	cerebellar granule cell differentiation	Myotrophin	NA	protein	NA	NA
SV2A	GO:0019901	protein kinase binding	Synaptic vesicle glycoprotein 2A	KIAA0736|PSEC0174	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
RHEB	GO:0014069	postsynaptic density	GTP-binding protein Rheb	RHEB2	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
RHEB	GO:0014069	postsynaptic density	GTP-binding protein Rheb	RHEB2	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
IRAK1	GO:0007249	canonical NF-kappaB signal transduction	Interleukin-1 receptor-associated kinase 1	IRAK	protein	brain microvascular endothelial cell	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium
IRAK1	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	Interleukin-1 receptor-associated kinase 1	IRAK	protein	brain microvascular endothelial cell|cellular response to cytokine stimulus	microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|response to cytokine|biological_process|response to organic substance|cellular response to organic substance|cellular response to stimulus|response to chemical|cellular response to cytokine stimulus|cellular process|cellular response to chemical stimulus|response to stimulus
DLG5	GO:0030901	midbrain development	Disks large homolog 5	KIAA0583|PDLG	protein	NA	NA
MECP2	GO:0021549	cerebellum development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021549	cerebellum development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021591	ventricular system development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021740	principal sensory nucleus of trigeminal nerve development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021756	striatum development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021766	hippocampus development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021772	olfactory bulb development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021794	thalamus development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
MECP2	GO:0021987	cerebral cortex development	Methyl-CpG-binding protein 2	NA	protein	NA	NA
OPHN1	GO:0021707	cerebellar granule cell differentiation	Oligophrenin-1	NA	protein	NA	NA
OPHN1	GO:0021895	cerebral cortex neuron differentiation	Oligophrenin-1	NA	protein	NA	NA
PCM1	GO:0022027	interkinetic nuclear migration	Pericentriolar material 1 protein	NA	protein	NA	NA
BBS7	GO:0007420	brain development	Bardet-Biedl syndrome 7 protein	BBS2L1	protein	NA	NA
PPT1	GO:0007420	brain development	Palmitoyl-protein thioesterase 1	CLN1|PPT	protein	NA	NA
FZD6	GO:0033278	cell proliferation in midbrain	Frizzled-6	NA	protein	NA	NA
FZD6	GO:1904693	midbrain morphogenesis	Frizzled-6	NA	protein	NA	NA
KDM1A	GO:0021987	cerebral cortex development	Lysine-specific histone demethylase 1A	AOF2|KDM1|KIAA0601|LSD1	protein	NA	NA
SPHK2	GO:0007420	brain development	Sphingosine kinase 2	SK2	protein	NA	NA
ANXA3	GO:0021766	hippocampus development	Annexin A3	ANX3	protein	NA	NA
SSBP3	GO:0021547	midbrain-hindbrain boundary initiation	Single-stranded DNA-binding protein 3	SSDP|SSDP1	protein	NA	NA
BAG6	GO:0007420	brain development	Large proline-rich protein BAG6	BAT3|G3	protein	NA	NA
JAM3	GO:0035633	maintenance of blood-brain barrier	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NA	NA
STX1B	GO:0019901	protein kinase binding	Syntaxin-1B	STX1B1|STX1B2	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
FAT4	GO:0021987	cerebral cortex development	Protocadherin Fat 4	CDHF14|FATJ|Nbla00548	protein	NA	NA
PTPRS	GO:0021549	cerebellum development	Receptor-type tyrosine-protein phosphatase S	NA	protein	NA	NA
PTPRS	GO:0021766	hippocampus development	Receptor-type tyrosine-protein phosphatase S	NA	protein	NA	NA
PYGO2	GO:0007420	brain development	Pygopus homolog 2	PP7910	protein	NA	NA
NSUN5	GO:0021987	cerebral cortex development	28S rRNA (cytosine-C(5))-methyltransferase	NSUN5A|WBSCR20|WBSCR20A	protein	NA	NA
NSUN5	GO:0022038	corpus callosum development	28S rRNA (cytosine-C(5))-methyltransferase	NSUN5A|WBSCR20|WBSCR20A	protein	NA	NA
FABP5	GO:0005324	long-chain fatty acid transmembrane transporter activity	Fatty acid-binding protein 5	NA	protein	oleic acid|brain microvascular endothelial cell|lipid transport across blood-brain barrier|hexadecanoic acid|brain microvascular endothelial cell|lipid transport across blood-brain barrier|linoleic acid|brain microvascular endothelial cell|lipid transport across blood-brain barrier	olefinic compound|carboxylic acid|s-block molecular entity|p-block molecular entity|organooxygen compound|long-chain fatty acid|main group molecular entity|oxygen molecular entity|carbon group molecular entity|heteroorganic entity|polyatomic entity|fatty acid|oxoacid|molecular entity|unsaturated fatty acid|monocarboxylic acid|hydrogen molecular entity|organic molecule|molecule|chemical entity|hydroxides|organic molecular entity|chalcogen molecular entity|olefinic fatty acid|carbon oxoacid|fatty acid 18:1|octadec-9-enoic acid|organic oxo compound|lipid|heteroatomic molecular entity|organochalcogen compound|carbonyl compound|octadecenoic acid|oleic acid|monounsaturated fatty acid|organic acid|microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|biological_process|transport across blood-brain barrier|circulatory system process|transport|lipid transport|vascular process in circulatory system|localization|system process|establishment of localization|lipid transport across blood-brain barrier|macromolecule localization|lipid localization|vascular transport|organic substance transport|multicellular organismal process|carboxylic acid|s-block molecular entity|p-block molecular entity|straight-chain saturated fatty acid|organooxygen compound|long-chain fatty acid|main group molecular entity|oxygen molecular entity|carbon group molecular entity|heteroorganic entity|polyatomic entity|fatty acid|oxoacid|molecular entity|monocarboxylic acid|hydrogen molecular entity|organic molecule|molecule|chemical entity|hydroxides|organic molecular entity|hexadecanoic acid|chalcogen molecular entity|carbon oxoacid|organic oxo compound|lipid|heteroatomic molecular entity|organochalcogen compound|carbonyl compound|straight-chain fatty acid|saturated fatty acid|organic acid|microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|biological_process|transport across blood-brain barrier|circulatory system process|transport|lipid transport|vascular process in circulatory system|localization|system process|establishment of localization|lipid transport across blood-brain barrier|macromolecule localization|lipid localization|vascular transport|organic substance transport|multicellular organismal process|olefinic compound|essential fatty acid|carboxylic acid|s-block molecular entity|p-block molecular entity|omega-6 fatty acid|organooxygen compound|octadecanoid|long-chain fatty acid|main group molecular entity|oxygen molecular entity|carbon group molecular entity|heteroorganic entity|polyatomic entity|fatty acid|linoleic acid|oxoacid|molecular entity|octadecadienoic acid|unsaturated fatty acid|monocarboxylic acid|hydrogen molecular entity|organic molecule|molecule|chemical entity|hydroxides|organic molecular entity|chalcogen molecular entity|olefinic fatty acid|carbon oxoacid|organic oxo compound|lipid|heteroatomic molecular entity|fatty acid 18:2|organochalcogen compound|carbonyl compound|polyunsaturated fatty acid|straight-chain fatty acid|organic acid|microvascular endothelial cell|epithelial cell|brain microvascular endothelial cell|disconnected anatomical group|anatomical conduit|blood vessel endothelium|tissue|circulatory system|neural cell|anatomical cluster|barrier cell|brain|lining cell|squamous epithelial cell|blood vessel endothelial cell|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|vasculature|cell|protein-containing material entity|vessel|anatomical entity|unilaminar epithelium|material anatomical entity|endothelium|squamous epithelium|blood vasculature|connected anatomical structure|cardiovascular system|blood vessel|anatomical entity|cardiovascular system endothelium|endothelial cell|microvascular endothelium|endothelial cell of vascular tree|meso-epithelium|meso-epithelial cell|multicellular anatomical structure|biological entity|organ system subdivision|microcirculatory vessel|vascular system|epithelium|mesoderm-derived structure|ectoderm-derived structure|central nervous system|blood microvessel|nervous system|simple squamous epithelium|biological_process|transport across blood-brain barrier|circulatory system process|transport|lipid transport|vascular process in circulatory system|localization|system process|establishment of localization|lipid transport across blood-brain barrier|macromolecule localization|lipid localization|vascular transport|organic substance transport|multicellular organismal process
