Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
CONT|Q29443|TRFE_BOVIN	CONT|Q29443|TRFE_BOVIN	Serotransferrin	Serotransferrin		16398.1	14969.3	13721	16212.2	13328.9	13135.9	18473	16055.7	16161.7	16827.5	15435.3	17263.6
CONT|Q2KIG3|CBPB2_BOVIN	CONT|Q2KIG3|CBPB2_BOVIN	Carboxypeptidase	Carboxypeptidase		6304.78	6937.14	7704.71	6670.66	5829.45	6242.2	7228.38	8691.82	8933.77	5924.86	7102.76	6800.58
CONT|Q2KJ83|CBPN_BOVIN	CONT|Q2KJ83|CBPN_BOVIN	Carboxypeptidase	Carboxypeptidase		2445.03	3401.08	4518.69	3219.84	3593.41	2225.49	3688.36	2748.29	2334.98	4146.9	2858.78	3343.41
CONT|Q2KJC7|Q2KJC7_BOVIN	CONT|Q2KJC7|Q2KJC7_BOVIN	Periostin	Periostin		1819.97	2774.64	2062.38	1639.16	1908.28	1549.53	1462.82	3394.37	1927.34	1854.14	5124.99	2558.28
CONT|Q2UVX4|CO3_BOVIN	CONT|Q2UVX4|CO3_BOVIN	Complement	Complement		6444.83	6451.61	9019.52	6682.98	7387.22	5168.61	5868.78	7535.13	6989.79	6138.93	9709.48	6059.34
CONT|Q3MHN5|VTDB_BOVIN	CONT|Q3MHN5|VTDB_BOVIN	Vitamin	Vitamin		6289.28	7167.36	8082.81	7659.52	6350.89	8480.45	8383.38	9538.76	6938.81	7093.15	7918.32	8274.13
CONT|Q3SX14|GELS_BOVIN	CONT|Q3SX14|GELS_BOVIN	Gelsolin	Gelsolin		14042.3	18535.7	23691.4	31939.8	28873.6	22461.4	17997.7	16923.7	16751.5	21845.6	16115.6	19911.5
CONT|Q3SZ57|FETA_BOVIN	CONT|Q3SZ57|FETA_BOVIN	Alpha-fetoprotein	Alpha-fetoprotein		10025.7	9953.46	10048.3	9230.77	11062.5	10244.6	8553.53	9526.49	10500.4	9268.06	8364.89	8534.06
CONT|Q3SZR3|A1AG_BOVIN	CONT|Q3SZR3|A1AG_BOVIN	Alpha-1-acid	Alpha-1-acid		1351.9		4381.31	4139.19	3625.68		4279.83	3144.37	4182.75	4434.94	2342.09	3105.36
CONT|Q3SZV7|HEMO_BOVIN	CONT|Q3SZV7|HEMO_BOVIN	Hemopexin	Hemopexin		29139.5	33055.8	35480.7	35095.1	32654.6	28928.1	33784.2	25447.7	32974.5	41597.3	29407.7	32829.6
CONT|Q3T052|ITIH4_BOVIN	Q14624;CONT|Q3T052|ITIH4_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		18794	18087	21054.9	18600.3	16910.9	16198.8	17241.5	19650	20781.2	16284.5	18175.2	17696.9
CONT|Q3ZBD7|G6PI_BOVIN	CONT|Q3ZBD7|G6PI_BOVIN	Glucose-6-phosphate	Glucose-6-phosphate		4682.65	3314.7			1753.28	3622.33					2320.23	2573.27
CONT|Q3ZBS7|Q3ZBS7_BOVIN	CONT|Q3ZBS7|Q3ZBS7_BOVIN	Vitronectin	Vitronectin		896398	865482	1.06924e+06	1.09645e+06	942163	653065	948349	961882	1.03833e+06	833824	747376	903719
CONT|Q95M17|CHIA_BOVIN	CONT|Q95M17|CHIA_BOVIN	Acidic	Acidic		13800.2	6413.34	3117.15	6382.11	6216.89	6871.12	4257.87				7024.69	5122.48
CONT|Q9N2I2|IPSP_BOVIN	CONT|Q9N2I2|IPSP_BOVIN	Plasma	Plasma		91695.3	86975	111437	101717	101361	79637.4	77484.6	84822.5	84205.7	65605.7	66965.6	78308.8
CONT|Q9TTE1|SPA31_BOVIN	CONT|A0A0A0MPA0|A0A0A0MPA0_BOVIN;CONT|A2I7N0|SPA34_BOVIN;CONT|A2I7N1|SPA35_BOVIN;CONT|Q9TTE1|SPA31_BOVIN	Serpin	Serpin		11941	14800.4	16201.3	16799.7	15172.3	12086	24621.8	22235.6	26346	25984.5	26699.8	25990.5
E9PAV3	E9PAV3;Q13765	NACAM_HUMAN	NACA	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"	209106	190497	198009	204063	208728	189606	207251	158879	182472	206277	202787	205622
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	24584.7	25786	28533.3	27073.4	26187.2	25279.7	23366	24765.3	22442.6	28467.6	26259.6	26990.2
H3BQL2	A6NMD2;D6RF30;H3BSY2;H3BQL2;P0CJ92	GOG8T_HUMAN	GOLGA8T	Golgin subfamily A member 8T							1935.92		3210.59	1932.04		
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	87629.8	76034.9	56625.2	60962.8	69826.2	58685.3	71840	73824.1	74634.9	81457.6	84864.1	72938.5
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	13264.8	12282.2	10349.8	13727.5	10367.7	9874.55	12819	9259.51	8734.78	9697.82	11747.3	10038.2
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	9132.87	9357.05	10855.3	8722.51	8243.05	9256.9	13514.1	26303.7	11922.3	11224.5	13129.3	10703.1
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	23482.2	30485.3	51167.4	62095.6	60753.7	36058.2	73468	48511.9	51520.6	80158.7	32694.1	61121.5
O00116	O00116	ADAS_HUMAN	AGPS	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	36724.9	37317.8	33278.7	30096.3	31933.3	38220.3	38456.4	46086.2	43396.7	41421.3	45089.2	40015.3
O00124	O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	5334.96	3968.68	4281.49	4170.4	3546.61	4932.02	4047.59	6114	4633.17	5792.76	4561.72	4326.35
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	37258.6	44697.5	42419.3	38782.9	43017.4	44493.1	41184.6	43504	40264.6	43542.8	44168.2	42714.2
O00142	O00142	KITM_HUMAN	TK2	"Thymidine kinase 2, mitochondrial"	18879.7	17700.6	17781.3	15793.2	16107.3	15623.2	17085.6	18796.4	17873.6	16006.4	15793.9	15242.4
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	7376.82	6521.96	5451.71	6008.69	4911.23	6115.2	5726.19	5309.08	6348.44	8275.36	8406.66	6537.74
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	184373	170672	211995	227726	233190	172397	352660	305999	418117	438717	309869	372547
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	167904	206801	207360	218964	218782	207805	195313	183672	155905	199632	205286	208618
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	99503.9	105040	100457	88778.1	99151.3	100756	79317	78094.4	75277.8	77123.9	83850.7	82181.1
O00161	O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	46052.5	48975.3	50910.8	44820	44536.4	47242.6	53222.1	43431.1	46220.5	42131.4	52581.2	46284.6
O00165	O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	20722.6	18472.4	19051.5	19096.6	18374.7	16650.2	20123.4	22193.7	21545.7	19338.1	23049.8	19453.7
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	83069.7	83515.4	84308.2	103218	101004	84329.7	88573.2	77073.4	85882.7	90095.8	81613.6	94299.8
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	21127.8	25082.5	21091.6	19558.3	19623.7	27337.7	19571	18681.6	18165.9	18427.1	23630.7	20837.5
O00182	O00182	LEG9_HUMAN	LGALS9	Galectin-9	9308.55	10956	10818.2	10695.3	12047.6	11866	4561.87	6312.4	5103.71	4910.55	4810.65	7153.94
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	39754.7	50935.1	60848	61146.8	58876.2	47976.4	54021.7	61531	59193.4	60325.7	45488.1	57689.1
O00189	O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	8997.78	9663.96	9517.25	9462	8871.81	9595.52	9036.63	9739.29	8490.02	9541.04	9149.13	7525.02
O00192	O00192	ARVC_HUMAN	ARVCF	Armadillo repeat protein deleted in velo-cardio-facial syndrome	16387.6	18446.4	14814.9	16349.6	15501	16760.3	21400.2	21896.2	21310.6	21189.1	22694.5	22287.5
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein	47838.2	52959.8	98341.2	130588	124913	74720.9	109325	85486.2	90488.8	91723.7	65310.2	94121.4
O00203	O00203;Q13367	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	41101.8	49050.7	50408.4	48773.4	49199.9	51112.9	45951.2	46702.4	44950	43385.8	45831.3	44818.5
O00204	O00204	ST2B1_HUMAN	SULT2B1	Sulfotransferase 2B1	5568.48	1446.45						1953.26				
O00213	O00213	APBB1_HUMAN	APBB1	Amyloid beta precursor protein binding family B member 1	8705.79	8758.35	8742.35	10306.4	9796.47	9710.43	9817.96	8494.43	8416.35	10206.7	10281	8949.97
O00214	O00214	LEG8_HUMAN	LGALS8	Galectin-8	10111.8	8402.54	11873.6	10469.5	10487	11047.4	10521.2	10848.9	9984.49	12698.4	10723	9190.26
O00217	O00217	NDUS8_HUMAN	NDUFS8	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"	27210.9	38025.3	67111.8	74465.7	62340.7	35067	75974.5	51461.1	63154.1	70400.5	37575.7	71711.7
O00220	O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	1332.73	1539.79	1523.98	1516.07	1895.19	851.241	3749.63	2603.51	1187.94	3279.86	2812.31	3628.31
O00221	O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon	2360.24	2466.46	2016.62	2283.66	1956.81	2178.99	2546.67	2770.48	2319.82	1780.1	2628.42	2463.11
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	128986	146713	136506	144321	150648	154537	135499	132888	136174	132745	134792	129345
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	92894.4	116958	106391	113119	107232	106499	108553	98887.3	97461.2	112189	105086	106646
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	55918.5	52092.5	55316.2	61580.3	62871.6	51352.9	62156.4	49975.5	58762.4	70332	41379.2	61649.9
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	121358	151528	149792	152235	167026	137196	182122	157698	160451	213617	129084	145097
O00255	O00255	MEN1_HUMAN	MEN1	Menin	11271.3	8900.54	8743.38	9178.76	5185.56	9349.32	7544.09	10129.5	9149	8789.44	9639.63	8150.22
O00258	O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	3340.1	3409.21	6273.77	4627.6	4659	4637.68	5165.65	5888.02	5751.75	5177.33	3386.36	5055.33
O00264	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	298713	243370	238961	270411	250970	230713	295926	248298	276101	277985	295712	299552
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	13174.2	13459.5	13087.5	12611.6	12746.7	13357.8	12159.2	11617.1	11628.2	12676.2	13623.5	11956.6
O00268	O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	5858.96	5753.19	5015.38	5551.01	5679.13	5418.65	5315.69	5648.11	3989.36	5287.25	6516.06	5028.2
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	60340.9	51248.4	51690.9	59955	53734.6	48347.4	54141.5	47828.2	49395.8	55341.4	58199.8	56638.5
O00287	O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	5900.74	3970.39	4233.41	3396.67	3259.56	4353.07	3244.86	4054.57	3124.22	3254.98	4316.04	2683.45
O00291	O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	20219.8	20775.4	19127.2	17271.7	16306.5	19514	16000.7	17479.9	16745.3	15916.1	19150.5	16298.1
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	392632	396847	364663	367965	327017	358517	467475	298656	340738	435166	420805	372476
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	102736	103440	122573	119342	119232	98990.3	127572	100516	107901	125649	109511	123863
O00308	O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	8242.13	6101.41	9912.38	10438.9	8046.54		14203.7	15163.4	14360.4	16040.6	11321.3	15268.3
O00329	O00329	PK3CD_HUMAN	PIK3CD	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	2228.23	3522.19	3549.4		2674.28	4594.63	2407.55	1704.14	2085.89		3356.2	
O00330	O00330	ODPX_HUMAN	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"	32197.1	37940.5	41866.7	41272.1	43288.3	38703.9	64222.5	69745.8	66896.5	63809.2	55343.5	69021.8
O00339	O00339	MATN2_HUMAN	MATN2	Matrilin-2	18087.2	17359.7	15998	14589.6	14816.9	15938.4	26688.7	28774	27419.8	23087.1	25644.7	26573.4
O00391	O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	16688.5	16131.1	14434.3	13355	12313.3	13605.3	11623.1	13467.6	12541.2	11041.2	12603.9	12659.8
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	12715.3	13119.4	17291	21120.4	20928	18523.1	19682.3	14577.2	14416.8	20131.4	15672.2	19051.5
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	15836.2	21583	22775.6	16400.3	20151.3	21910	20953.2	27713.5	23722.9	21220.4	22199.2	21000.4
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	11494.6	14796.2	15297.9	17230.3	13256.1	14255.2	13364.3	13877.9	13951.6	13596.9	12711.7	12168.8
O00408	O00408	PDE2A_HUMAN	PDE2A	"cGMP-dependent 3',5'-cyclic phosphodiesterase"	1940.05	1707.14	1131.55	1792.78								
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	96252.8	120137	130062	128331	130293	130193	149774	117796	118634	143693	119361	136775
O00411	O00411	RPOM_HUMAN	POLRMT	"DNA-directed RNA polymerase, mitochondrial"	2476.22	3847.57	3161.64	2378.3	2563.24	3399.33	2488.33	3347.97	2305.16	2988.49	3062.72	2443.92
O00418	O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	11281.1	8315.22	8945.15	10283.2	9190.9	8613.21	7563.06	7603.13	6311.86	6805.89	8664.76	7064.37
O00422	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	26175.5	31956.8	67885.3	57472	62720.3	43084.8	62083.9	66147.4	67873.9	65747.7	43363.2	64258.6
O00423	O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	40285.2	54018.7	52097.4	55654.2	55521.1	58077.1	52800.1	52664.7	58930	56463.7	52278.4	52492.2
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	266836	319224	318264	322064	321269	338394	235885	209455	208687	238995	232465	220738
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	56908.6	63172.6	62691	67435.1	63955.8	67118.7	67089.8	58936.2	60834.9	70686.8	70356.2	66622.2
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	32434.2	42557.5	34887.2	38446.2	38829.5	45201.1	46183.9	36209.4	31505.3	44681	42217.8	42277.1
O00443	O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	33911.1	40371.8	40198.9	36879.2	38022.5	39072	32691.6	36699.3	35367	31183.7	36219.2	34439.6
O00458	O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	1172.83	1015.45	809.255	1240.25	1312.48	2166.83	1456.15	1259.71	1381.69	840.102		1166.39
O00459	O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	11420.9	11160.4	11893	12103.5	11461.5	12042.3	12202.3	10747.9	11672.2	10804.3	12065.3	12013
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	26889.7	23484	23148.2	23733	24645.1	22755.7	22795.1	23084.7	23599.6	25023.5	25787	23730.6
O00462	O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	18075.8	21628.4	18121.9	20766.5	19546.4	19637.9	23281.8	25563.2	23111.5	24317.4	23283.1	23963.6
O00463	O00463	TRAF5_HUMAN	TRAF5	TNF receptor-associated factor 5	3466.75	2775.06	2270.64	2570.36	2366.69	2436.66	4156.44		1903.65	2360.1	1603.29	2097.53
O00468	O00468	AGRIN_HUMAN	AGRN	Agrin	50512.6	59111.6	60514.9	60306.2	54002.8	58707.2	61835.4	65530.7	60841	62702.8	61580	65423
O00469	O00469	PLOD2_HUMAN	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	100966	112721	110814	108907	117690	115340	122745	115290	116895	118850	113215	124199
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	18328.5	21051.2	19961.8	18893.4	17952.1	22267.4	19586.1	21104.3	18672.2	19637.2	23640.7	21347.9
O00478	O00478;O00481;P78410	BT3A3_HUMAN	BTN3A3	Butyrophilin subfamily 3 member A3	6482.61	6608.42	5906.63	4198.89	4067.11	5940.12		3418.9			5245.66	2669.75
O00479	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	19007	17618.1	21602.1	22168.6	20001.1	21470.2	17578.5	21067.5	20495.2	18025	19821.3	16779
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	55957.9	82540.2	84897.3	85651.9	104215	96227	93428.9	76069.3	83315	99627.8	46337.2	64843.7
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	47409.3	56054.1	73842.8	75596.5	70034.2	66587.3	73974.5	63358.9	63722.5	71880.7	54331.6	68012.4
O00488	O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4206.87	3734.53	5716.19	5221.23	6715.39	4631.14	4861.07	3573.92	1721.88	4092.9	4708.63	5912.89
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	30931.1	32288.1	34332.2	41293.2	38397.3	35283.1	27879.8	21288.1	26862.2	27713.6	27976.1	27675.7
O00505	O00629;O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	122753	115454	120538	133316	128501	110402	121615	94027.4	99517.5	112571	107906	112419
O00506	O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	12406	12804.6	13142	13621.8	13512.4	12492.6	15403	16975.9	14793.5	16809.4	15504.6	13140.5
O00507	O00507	USP9Y_HUMAN	USP9Y	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	7339.62	10265.1		12480.2	12399.8		15761.3	15272.8	16990.5	17247.5	19849.2	13204.6
O00512	O00512	BCL9_HUMAN	BCL9	B-cell CLL/lymphoma 9 protein	4333.89	4791.88	5020.37	7644.74	6643.69	3786.95	6759.08	4925.45	5713.2	6479.79	4266.05	5663.45
O00522	O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	6576.83	6539.89	6655.53	7599.61	6723.56	6422.27	6537.82	6766.62	5324.86	6216.02	7066.7	6174.71
O00533	O00533	NCHL1_HUMAN	CHL1	Neural cell adhesion molecule L1-like protein	3784.27	2139.02	2497.71	2641.95	2962.23	2889.29	6415.61	5783.17	6452.27	6524.76	6780.16	5070.58
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	45611.2	64267	59926.4	62681	61181	64277	50831.1	48421.7	44205.2	43830.2	50306.9	40820.8
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog	48156	52925.2	57108.3	46210.4	51226.8	55304.9	42677.6	57615.3	49993.9	43911.7	42800.2	46437.9
O00559	O00559	RCAS1_HUMAN	EBAG9	Receptor-binding cancer antigen expressed on SiSo cells	6790.81	5230.94	6874.29	7968.53	6204.09	5373.27	5771.11	4254.1	2768.28	5001.78	8267.07	8548.53
O00560	O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	36616.2	41246.9	54315.5	54998.6	55629.3	41625.8	45507.3	37087.4	47488.2	46378.2	38040.1	43660.1
O00562	O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	12872.3	11245	10731.6	10543.7	11177.5	12337.3	10839.9	10059	9702.58	9016.27	13376.8	10382.2
O00566	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	19418.5	20402.3	20608.6	21776.9	21498.7	19346.3	17001.2	16989.9	15368.8	15183.1	18296.3	17748.8
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	45562.2	56302.5	57663.1	43689.1	46070.8	56554.7	44170.9	54175.3	48225.2	46862.5	47801.9	47314.1
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	153723	159671	166575	159325	151013	170555	140084	140403	131728	139645	150388	141680
O00574	O00574	CXCR6_HUMAN	CXCR6	C-X-C chemokine receptor type 6	5425.05		4526.25	4464.8	4210.37	4840.28	5080.94	4622.36	3577.79	3680.26		4322.99
O00584	O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	16553.4	16641.3	18484.8	20606.3	20473.6	16390.2	27881.2	15803.9	23853.1	33360.5	20148	21986
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	14238.1	14101.1	15020.5	16862.2	17287.5	13224.6	21486.7	19377.4	21028.5	22822.2	17134.1	22022.7
O00622	O00622	CCN1_HUMAN	CCN1	CCN family member 1	39490.6	55855.7	67255.9	55271.6	47486.2	47687.8	71713.8	68589.6	65709.2	76779.8	48334.4	59487.1
O00623	O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	7903.61	8076.25	7531.17	6648.42	6829.23	8126.31	8216.38	8441.33	9428.86	7741.07	8244.6	7986.57
O00625	O00625	PIR_HUMAN	PIR	Pirin	19975.5	15327.6	14986.2	19135	15617.8	16321.3	26081	24709.5	25349	25677.8	29247.5	27448.6
O00629	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	33881.1	33832.4	38537.2	38458.3	36456.6	34064.6	36940.8	30256.9	36962.2	32923.7	35872.3	34151.7
O00712	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	55609.6	54622.3	47184.5	49234.8	39742.4	46244	25085.9	29499.3	28896.9	24931	33452.1	28636.2
O00716	O00716	E2F3_HUMAN	E2F3	Transcription factor E2F3	3440.78		4816.03	4451.98	4636.91	3369.23	4052.07	3446.38	4131.95	3600.55		4533.54
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	47220.4	46689	44200.6	44649.5	42234.2	50743.5	54293.2	41186.3	45564.5	49087.5	51954.1	46368.9
O00746	O00746	NDKM_HUMAN	NME4	"Nucleoside diphosphate kinase, mitochondrial"	20819.5	20687.1	17489.9	15578.9	18250.6	19813.3	15575.9	15271.6	17114.5	15554	17094.5	14628.2
O00748	O00748	EST2_HUMAN	CES2	Cocaine esterase	17425.9	15863	18586.2	19798.7	18331.2	16115.9	17203.6	16269.4	18019.7	16476.6	15791.3	17563.6
O00750	O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	1137.69	2017.43	1456.57	2218.87	2155.72	1556.7		1741.62		2301.31		1169.21
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	57671	54926.8	60385.3	62444.2	59200.5	52170.4	63795	57329.5	59325.2	62778.4	56403.2	59757.8
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	9942.45	6113.22	9653.34	10619.5	9734.18	6272.27	19980.3	12228.3	13276.9	16760.2	12221.6	18221.4
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	51703.9	61709.5	69648.4	82211.9	73891.8	67377.5	60249.2	51954.3	50401.6	53954.1	52015.7	63337
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	18515	23554.3	17866.8	17787.7	18474	21728.2	17989.1	17699.3	14786.3	21518.4	25440.6	20370
O14495	O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	56416.4	49117.1	51316.4	58661.4	52731.3	53993.5	54283.8	66827	66566.1	56659.5	60013.3	50797.4
O14497	O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	16876.9	15454.7	16528.4	16712.2	17442.2	14331.1	17687.6	18534.8	17575.8	17058.8	17123.1	19406.3
O14519	O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	4590.82	3152.39	3801.09	4814.32	3787.24	3068.8	4473.2	3997.22	3107.27	3955.08	5321.93	4520.55
O14521	O14521	DHSD_HUMAN	SDHD	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"	11606.5	12781.8	22830.4	19536.2	18472.4	14205	20097.4	19732.5	17466.8	21236.7	13608.7	18390.3
O14523	O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	7056.63	7342.81	10827.4	9259.13	8945.58	7687.4	11076.5	11470.3	9291.44	10411	7588.29	12024.4
O14524	O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	19906	22239.5	19871.9	10942.4	15267	21922.5	13655.5	18981.2	14366.4	14951.4	12372	19326.8
O14525	O14525	ASTN1_HUMAN	ASTN1	Astrotactin-1	3790.8	3433.38	4167.82	3294.55	2650.03	3455.61	3556.92	3721.37	4631.55	4993.77	2231.11	3530.97
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	74116.3	69647.9	68375	75360.1	72893.1	65395.8	84645.9	83583.8	90870.4	99238.1	82427.3	81851.1
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	55698	59312.9	58915.7	63889.6	64618.1	64044.3	62200.6	50329.9	46702.5	59436.6	61151.1	63323.8
O14544	O14544	SOCS6_HUMAN	SOCS6	Suppressor of cytokine signaling 6	7713.08	8385.76	8836.74	10169.5	8171.47	7719.73	4718.6	5320.81	7415.09	5484.78	5426.04	6462.74
O14545	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	17160.1	26166.1	30755.2	31243.4	28587.6	24335.6	30130.3	26805.4	31208.3	35758.2	28315.6	29860.5
O14548	O14548	COX7R_HUMAN	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	33491.3	35002.8	36249	34701.1	33286.5	32677.5	34589.8	36233.4	33374.9	32578.8	35494.9	32432.4
O14558	O14558	HSPB6_HUMAN	HSPB6	Heat shock protein beta-6	111890	100209	99912.6	124868	116378	99900.3	58601.8	47643.9	50359.2	60846.1	59903.3	61143
