Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-13_13150.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-14_13151.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-15_13152.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-16_13153.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-17_13154.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-18_13155.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-2-2024_Slot2-19_13156.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-20_13157.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-21_13158.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-02_13141.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-03_13142.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot2-01_13140.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-04_13143.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-05_13144.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-06_13145.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-07_13146.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-08_13147.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-09_13148.d
CONT|E1BJK2|E1BJK2_BOVIN	Q9H4B7;CONT|E1BJK2|E1BJK2_BOVIN	Tubulin	Tubulin		17171.8	16520.5	17956	14356.4	18564.6	17264.8	5594.13	6969.34	7618.88			13353.3		2901.27		4447.55		
CONT|F6R4P6|F6R4P6_BOVIN	CONT|F6R4P6|F6R4P6_BOVIN	Serpin	Serpin		91014.4	74574.6	87521.5	92853.4	99433	100790	82522.7	132852	120137	23586.4	19826.3	74756.8	23726.3	24605.4	21987.4	18084.5	13669.4	17213.4
CONT|G3MYZ3|AFAM_BOVIN	CONT|G3MYZ3|AFAM_BOVIN	Afamin	Afamin		5931.82	5280.48	7746.34	8325.15	11037.9	8059.85	21306	78004.6	82098.9	4959.83	3152.58	5643.73	5369.44	6173.07	3821.94	4215.85	1678.12	2967.4
CONT|P00735|THRB_BOVIN	CONT|P00735|THRB_BOVIN	Prothrombin	Prothrombin		297059	258881	288045	347073	304102	351030	206861	226158	215059	14189.3	12928.5	285733	10761.8	11595.8	13797.7	12147.4	11643.1	14092.3
CONT|P00760|TRY1_BOVIN	CONT|P00760|TRY1_BOVIN	Cationic	Cationic		584532	673159	586430	902123	1.11044e+06	1.18138e+06	998694	1.76129e+06	1.78392e+06	1.94009e+06	2.18384e+06	649894	2.77556e+06	1.43319e+06	1.70077e+06	2.42394e+06	2.27214e+06	2.2598e+06
CONT|P00761|TRYP_PIG	CONT|P00761|TRYP_PIG	Trypsin	Trypsin		219306	245625	217460	327410	313205	308147	253797	601669	606472			124300						
CONT|P00978|AMBP_BOVIN	CONT|P00978|AMBP_BOVIN	Protein	Protein		27530.8	30274	27304.1	31404.6	29324.6	32231	45713.6	119312	124567	17905.7	13535.9	22891	18618.1	15317.6	18999.2	15534.5	10135.3	11985.1
CONT|P01017|ANGT_BOVIN	CONT|P01017|ANGT_BOVIN;CONT|Q3SZH5|Q3SZH5_BOVIN	Angiotensinogen	Angiotensinogen		134836	144291	147171	115306	135762	136035	66062.3	97689.5	97374.6	7013.11	6535.07	169519	6881.87	4140.94		2027.08	1679.63	1415.89
CONT|P01030|CO4_BOVIN	P0C0L4;P0C0L5;CONT|P01030|CO4_BOVIN	Complement	Complement		51397	42632.7	48797.9	53199.9	55620.5	51964.5	41494.7	70696.9	67659.2	3954.16	4011.85	43471.2	10697.1	4158.91		2533.81		4592.87
CONT|P01044|KNG1_BOVIN	CONT|P01044|KNG1_BOVIN;CONT|P01045|KNG2_BOVIN	Kininogen-1	Kininogen-1		73701.2	59487.9	62660.6	73613.9	97610.7	93311.3	223355	520833	514083	27092.7	21543.7	65988.4	26668.7	34178.1	26120.5	16918.3	11518.8	14546.6
CONT|P01045|KNG2_BOVIN	CONT|P01045|KNG2_BOVIN	Kininogen-2	Kininogen-2		6051.08	5884.88	9698.7	6978.5	9645.63	7633.2	16691.1	49323.7	49047.1			8119.74						
CONT|P01966|HBA_BOVIN	CONT|P01966|HBA_BOVIN	Hemoglobin	Hemoglobin		966798	829171	543133	820192	988201	903536	1.04379e+06	934120	936394	97203.2	71308.6	995478	93639.7	71070	92316.9	73926	66438.6	63374.9
CONT|P02070|HBB_BOVIN	CONT|P02070|HBB_BOVIN	Hemoglobin	Hemoglobin		17677.8	17429.3	16324.7	18222.4	19929.3	17359.9	9851.59	13060.7	13109.8	4370.89		15168.8	8283.49	9011.47		3389.7	2330	2968.64
CONT|P02081|HBBF_BOVIN	CONT|P02081|HBBF_BOVIN	Hemoglobin	Hemoglobin		2.63921e+06	2.58052e+06	2.74727e+06	2.62949e+06	2.79745e+06	2.62591e+06	1.23873e+06	933784	968533	89925.4	66694.4	2.17541e+06	71593.8	67540.4	58786.7	57224.1	65273.4	69492.3
CONT|P02584|PROF1_BOVIN	CONT|P02584|PROF1_BOVIN	Profilin-1	Profilin-1		3816.07	7091.7	7359.78	3050.38	5662.96	3733.44		3172.29				3221.95						
CONT|P02662|CASA1_BOVIN	CONT|P02662|CASA1_BOVIN	Alpha-S1-casein	Alpha-S1-casein			2251.74					429.459			65282.2	9028.44						4896.54	
CONT|P02663|CASA2_BOVIN	CONT|P02663|CASA2_BOVIN	Alpha-S2-casein	Alpha-S2-casein											115423	9169.38						7792.97	
CONT|P02668|CASK_BOVIN	CONT|P02668|CASK_BOVIN	Kappa-casein	Kappa-casein											110193	15147.7						3909.96	
CONT|P02672|FIBA_BOVIN	CONT|P02672|FIBA_BOVIN	Fibrinogen	Fibrinogen		61717.4	50703.5	62933.3	56905.7	59577.7	54298.3	62262.2	150030	146673	52202.4	78108.1	39091.3	67660.9	62165.6	68862	45518.4	38977	37736.9
CONT|P02676|FIBB_BOVIN	CONT|P02676|FIBB_BOVIN	Fibrinogen	Fibrinogen		89683.1	61733.8	66675.4	65480.4	63748.6	64286.4	76995.1	174439	165633	27022.3	74482.4	46688.3	58411.9	42498.3	60687.7	36215.4	37428	30923.9
CONT|P02769|ALBU_BOVIN	CONT|P02769|ALBU_BOVIN	Albumin	Albumin		705348	613663	704439	993787	898832	959228	1.9319e+06	5.2165e+06	4.87438e+06	5.04933e+06	4.10381e+06	672578	6.31041e+06	4.7395e+06	5.24732e+06	5.49199e+06	3.62171e+06	4.78251e+06
CONT|P02777|PLF4_BOVIN	CONT|P02777|PLF4_BOVIN	Platelet	Platelet				4443.85	4467.56	6260.83	7664.42	14846.6	54791.3	53408	24570.7	41098.5	3904.58	29600	57425.3	33212.3	29637	19500.5	35081.2
CONT|P06868|PLMN_BOVIN	CONT|P06868|PLMN_BOVIN	Plasminogen	Plasminogen		116253	96577.1	87761.6	107663	130688	139393	86086.4	143812	148272	14793.9	5486.32	67411.7	14345.2	6847.53	4526.74	4574.13	5982.74	8488.2
CONT|P07224|PROS_BOVIN	CONT|P07224|PROS_BOVIN	Vitamin	Vitamin		6075.77	4854.48	5474.74	7374.69	6540.55	7715.01	11004	14665.9	16145.3		4092.27	5218.94	6740.9			4321.52		8532.11
CONT|P09870|CLOS_HATHI	CONT|P09870|CLOS_HATHI	Clostripain	Clostripain		14440.4	12729.6	13358.7	15025.5	14728.5	13552.9	19089.9	15970.4	14477.6	19892.1	25840.9	18639.7	25764.2	23689.9	27349.7	26841.3	22492.1	22051.6
CONT|P12763|FETUA_BOVIN	CONT|P12763|FETUA_BOVIN	Alpha-2-HS-glycoprotein	Alpha-2-HS-glycoprotein		1.00927e+06	885611	963033	1.30895e+06	1.08959e+06	1.19044e+06	2.73258e+06	4.86543e+06	4.59169e+06	109067	125385	917312	157765	273716	143704	82938.1	39517.6	129824
CONT|P15497|APOA1_BOVIN	CONT|P15497|APOA1_BOVIN	Apolipoprotein	Apolipoprotein		434012	424677	508543	438974	420385	429690	630695	639695	620263	335883	238717	349490	415849	303575	285645	306367	269371	212934
CONT|P17690|APOH_BOVIN	CONT|P17690|APOH_BOVIN	Beta-2-glycoprotein	Beta-2-glycoprotein		43534.1	49894.8	91521.9	87013.1	170991	111791	305299	751629	720019	6212.27	10413.4	41843.3	15654.3	18431.3	14909.9	5184.31	8470.01	12329.9
CONT|P17697|CLUS_BOVIN	CONT|P17697|CLUS_BOVIN	Clusterin	Clusterin		374406	379435	347543	424040	464876	424138	84728.5	131521	125554	10921.5	9101.47	320444	9316.24	11612.2	10684.1	8607.37	6831.37	8223.83
CONT|P28800|A2AP_BOVIN	CONT|P28800|A2AP_BOVIN	Alpha-2-antiplasmin	Alpha-2-antiplasmin		158807	149326	210729	217716	229254	220894	137385	186502	208207	19171.3	17825.6	156563	22923.7	17922.4	22424.7	14604.8	13647.2	13852.7
CONT|P31096|OSTP_BOVIN	CONT|P31096|OSTP_BOVIN	Osteopontin	Osteopontin									614.511	824.654									
CONT|P34955|A1AT_BOVIN	CONT|P34955|A1AT_BOVIN	Alpha-1-antiproteinase	Alpha-1-antiproteinase		1.15153e+06	1.01262e+06	1.22254e+06	1.3878e+06	1.34659e+06	1.3946e+06	1.12257e+06	1.59919e+06	1.61822e+06	81811.9	59385.9	1.07872e+06	84898.4	92686.8	71348	55439.6	34427.4	42858.7
CONT|P35445|COMP_BOVIN	P35443;P49747;CONT|P35445|COMP_BOVIN	Cartilage	Cartilage		8665.23	8938.39	8994.43	7674.82	9105.64	9531.31	12315.7	20560.8	23573			6644.36					6041.48	
CONT|P41361|ANT3_BOVIN	CONT|P41361|ANT3_BOVIN	Antithrombin-III	Antithrombin-III		438926	480997	528427	509802	464322	525270	390257	528917	544590	69498	60390.9	407469	93890.2	81096.6	74951.4	75931.9	48137.8	58427.5
CONT|P42212|GFP_AEQVI	CONT|P42212|GFP_AEQVI	Green	Green					5618.8							5302.41		592928	6332.81	7693.78	644119	5772.36	
CONT|P50448|F12AI_BOVIN	CONT|P50448|F12AI_BOVIN	Factor	Factor		57022.9	52819.2	63055.7	55015.8	68765.9	61841.8	46627.8	71284.8	66900.7	12000.4	11992.9	76301.2	15556.9	13693.9	13264.6	13326.5	11363.2	11476.7
CONT|P56652|ITIH3_BOVIN	Q06033;CONT|P56652|ITIH3_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		59946.1	61432.3	59858.3	64404	57965.9	67764.1	58056.2	97492.6	98448.2	4909.01	2659.89	48420	1154.66	591.084	5262.92		884.069	
CONT|P81644|APOA2_BOVIN	CONT|P81644|APOA2_BOVIN	Apolipoprotein	Apolipoprotein		90790.2	87194.7	93027.4	121124	108583	102417	487063	567442	542446	1.39497e+06	785975	80385.5	1.33152e+06	1.07045e+06	1.08819e+06	997305	772968	615700
CONT|Q03247|APOE_BOVIN	CONT|Q03247|APOE_BOVIN	Apolipoprotein	Apolipoprotein		1.73912e+06	1.58622e+06	1.51062e+06	1.57844e+06	1.57107e+06	1.55299e+06	1.00853e+06	1.01835e+06	1.03182e+06	43633	32545.2	1.51838e+06	34087.8	24840.6	29099.3	31872.3	40151.3	24169.9
CONT|Q05443|LUM_BOVIN	P51884;CONT|Q05443|LUM_BOVIN	Lumican	Lumican		85266.5	46372.5	37594.7	49230.8	47169	61431.7	45672.5	63937.5	56850.3	31080.8	26218.4	139027	33394.3			40761.7	32151.7	42548.5
CONT|Q05B55|Q05B55_BOVIN	CONT|Q05B55|Q05B55_BOVIN	IGK	IGK		10846.7	10237.6	10468	13408.9	12259.7	11921.5	10373.1	30395.4	35731.5			7758.43						
CONT|Q0VCM5|ITIH1_BOVIN	CONT|Q0VCM5|ITIH1_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		22478.3	20740.9	22050.7	25213.5	24519.1	24286.6	19024.3	35938.2	35658.7			20116.1						
CONT|Q1RMN8|Q1RMN8_BOVIN	CONT|Q1RMN8|Q1RMN8_BOVIN	Immunoglobulin	Immunoglobulin		4238.96	5504.25	6402.9	1335.13	7152.4	2727.77	5189.64	10298.2	10821.9		7290.16	3136.7		5442.77	7269.65	6667.86	3603.01	9821.7
CONT|Q28065|C4BPA_BOVIN	CONT|Q28065|C4BPA_BOVIN	C4b-binding	C4b-binding		33169.1	31956.7	32953.5	33158.1	43912.4	45828.6	62557.7	105280	105767	4498.95	4193.61	30731.2	6338.22	6486.25	7728.47	7254.55	8022.26	6801.59
CONT|Q28107|FA5_BOVIN	CONT|Q28107|FA5_BOVIN	Coagulation	Coagulation		80405.8	82925.1	88138.1	82031.9	94784.3	89224.9	98945.3	140989	136505	39724.4	48706.3	71379.3	46774.8	40358.4	41485.6	48435.6	49777.7	59657.3
CONT|Q28194|Q28194_BOVIN	CONT|Q28194|Q28194_BOVIN	Thrombospondin-1	Thrombospondin-1		14563	16675.6	18047.1	12661.1	15932.8	13305.3	5458.52	12952.3	13825.2			18116.8						
CONT|Q29443|TRFE_BOVIN	P02788;CONT|Q29443|TRFE_BOVIN	Serotransferrin	Serotransferrin		113958	129650	186653	226138	322820	248892	1.0363e+06	3.56058e+06	3.64958e+06	59907.2	76895.2	179558	71638.5	103054	78382.9	56443.7	42214.5	57499.9
CONT|Q29RQ1|CO7_BOVIN	CONT|Q29RQ1|CO7_BOVIN	Complement	Complement		8618.13	8476.68	8680.67	10973.8	11818.4	9415.9	12457.9	24425.4	24028.4			8048.12		2766.01	1907.35			
CONT|Q2HJF0|Q2HJF0_BOVIN	CONT|Q2HJF0|Q2HJF0_BOVIN	Serotransferrin-like	Serotransferrin-like		15617.8	15392	21360.1	19851	19000.7	16840.5	10539.3	17704	19552.9			11779.8						
CONT|Q2KIF2|Q2KIF2_BOVIN	CONT|Q2KIF2|Q2KIF2_BOVIN	Leucine-rich	Leucine-rich		27174.5	23923.8	34540.6	38204.8	28754	32545.8	16580.8	29838.1	35469.1		12915.4	24659.3	16131.6					910.916
CONT|Q2KIG3|CBPB2_BOVIN	P15086;P15085;CONT|Q2KIG3|CBPB2_BOVIN	Carboxypeptidase	Carboxypeptidase		37975.1	37504.1	40650.4	40475.6	45381.4	39165.9	21420.6	31098.7	28503.2		1778.29	32231.4	12833.2	20208.5	14669.9	15638.9		19183.5
CONT|Q2KIH2|Q2KIH2_BOVIN	CONT|Q2KIH2|Q2KIH2_BOVIN	ApoN	ApoN		25111.6	25580.2	29863.6	22048	30487	27795.4	14442.5	24003.6	18168.6	4842.28	6577.63	17137				2929.66		5322.87
CONT|Q2KIS7|TETN_BOVIN	CONT|Q2KIS7|TETN_BOVIN	Tetranectin	Tetranectin				1407.47	573.594	2617.79	1885.05	5287.67	9383.37	12638.9			406.965						
CONT|Q2KIT0|HP20_BOVIN	CONT|Q2KIT0|HP20_BOVIN	Protein	Protein		3507.61	6409.96	6053.04		5206.21	3035.37	2480.29	1480.49	3309.68			2480.38						
CONT|Q2KIU3|HP252_BOVIN	CONT|Q2KIU3|HP252_BOVIN	Protein	Protein		1689.08	3474.28	4167.95	1299.48	4103.92	1808.72					482.475	2345.91						
CONT|Q2KJ83|CBPN_BOVIN	CONT|Q2KJ83|CBPN_BOVIN	Carboxypeptidase	Carboxypeptidase		10873.4	9066.3	8855.68	6602.33	9575.34	9509.05	8586.12	10286.5	11002.3			15051.1				1590.39	1674.77	
CONT|Q2KJC7|Q2KJC7_BOVIN	CONT|Q2KJC7|Q2KJC7_BOVIN	Periostin	Periostin		12510.8	10318.6	12764.8	10896.1	16087.7	14997.9	14297.3	22510.7	25849.3			12690.2						
CONT|Q2KJF1|A1BG_BOVIN	CONT|Q2KJF1|A1BG_BOVIN	Alpha-1B-glycoprotein	Alpha-1B-glycoprotein		78837.2	75678	103776	134044	142015	124023	176896	401419	392673	15634.6	13591.2	95519.8	22976.2	22801.4	21274.5	15619	10175.3	20177.6
CONT|Q2TBQ1|Q2TBQ1_BOVIN	CONT|Q2TBQ1|Q2TBQ1_BOVIN	Coagulation	Coagulation		17853.4	14365.9	14070.1	16105.7	15427.2	19043.5	18041.6	28882.7	29662.1	8174.13	7859.61	14674.3						
CONT|Q2UVX4|CO3_BOVIN	CONT|Q2UVX4|CO3_BOVIN	Complement	Complement		170633	139185	151254	143841	182415	165402	123744	232495	229779	21354.8	24102.5	220959	21840.9	26170.3	21084.2	44295.3	15999.8	19035.7
CONT|Q32PI4|Q32PI4_BOVIN	CONT|Q32PI4|Q32PI4_BOVIN	Complement	Complement		8728.89	8842.63	14006.6	5245.75	11162	8021.57	9957.44	28554.4	31017.5	11402.7	12235.1	5370.41	13600.5	19708.3	10317.5	12311.8	7060.67	10365.6
CONT|Q32PJ2|APOA4_BOVIN	CONT|Q32PJ2|APOA4_BOVIN	Apolipoprotein	Apolipoprotein		17453.7	18468.9	18609.4	18303.2	20170	18625.2	12272.1	16205.3	16299	17921.2	12302.7	11178.5	14273	16279.1	15871.4	12138.8	9986.6	8884.07
CONT|Q3KUS7|Q3KUS7_BOVIN	CONT|Q3KUS7|Q3KUS7_BOVIN	C3/C5	C3/C5		9060.43	8647.82	9498.17	11296.5	9399.9	10544.3	17751.7	50968.6	48865.6	81563.9	113295	9367.74	103565	221503	96672.1	90103.8	50324.6	89407.7
CONT|Q3MHH8|Q3MHH8_BOVIN	P04746;P0DUB6;P19961;P0DTE7;P0DTE8;CONT|Q3MHH8|Q3MHH8_BOVIN;CONT|P0DTE7|AMY1B_HUMAN;CONT|P0DTE8|AMY1C_HUMAN;CONT|P0DUB6|AMY1A_HUMAN	Alpha-amylase	Alpha-amylase		3478.49	5049.2	5236.58	4072.05	4872.54	4312.22	5276.57	12028.6	12192.8			4019.03						
CONT|Q3MHN2|CO9_BOVIN	CONT|Q3MHN2|CO9_BOVIN	Complement	Complement		29027.8	26528.8	35513	31666.1	40228	34455.3	23532.9	36423.7	34835.6			27717.2		10014.2				
CONT|Q3MHN5|VTDB_BOVIN	CONT|Q3MHN5|VTDB_BOVIN	Vitamin	Vitamin		39046.9	36037.1	47259.4	59429.9	75476	69439	184427	719327	683247	56800.4	43282.9	32462.6	73122.6	76943.4	62883.5	53905.6	21506.1	60452.4
CONT|Q3SX14|GELS_BOVIN	CONT|Q3SX14|GELS_BOVIN	Gelsolin	Gelsolin		47745.8	47021.3	47384.1	26448.4	48662.8	40222.7	51353.3	65649.9	60405.7	443097	305148	24967.6	500364	470158	406776	362915	309870	340265
CONT|Q3SZ57|FETA_BOVIN	CONT|Q3SZ57|FETA_BOVIN	Alpha-fetoprotein	Alpha-fetoprotein		2.11966e+06	1.71842e+06	2.80127e+06	3.14286e+06	3.16441e+06	2.99692e+06	4.94866e+06	1.46878e+07	1.45966e+07	189762	122078	1.94581e+06	216550	165526	138241	131504	89596	2.67255e+06
CONT|Q3SZR3|A1AG_BOVIN	CONT|Q3SZR3|A1AG_BOVIN	Alpha-1-acid	Alpha-1-acid		31000.2	33292.3	35402.4	44575.6	70863.1	49345.3	226247	855550	846769	48995.7	28323.2	31496.7	51057.2	33558.6	53154.3	42727.6	23474.2	28870
CONT|Q3SZV7|HEMO_BOVIN	CONT|Q3SZV7|HEMO_BOVIN	Hemopexin	Hemopexin		31589.2	28282	37828.7	45692.1	46708.6	42374.2	51263.1	141900	155366			24896.3		8771.5				
CONT|Q3T052|ITIH4_BOVIN	CONT|Q3T052|ITIH4_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		237772	214761	282323	302121	291333	305664	250538	429259	456505	12879.7	16192.5	199516	15206	25246.5	19178.7	9367.57	5501.09	8877.19
CONT|Q3Y5Z3|ADIPO_BOVIN	CONT|Q3Y5Z3|ADIPO_BOVIN	Adiponectin	Adiponectin		5892.67	7282.81	6909.09	8713.37	12895.5	10122.5	45623.1	148103	142889			8304.48		2081.41	4103.23	2534.19	2127.46	
CONT|Q3ZBD7|G6PI_BOVIN	CONT|Q3ZBD7|G6PI_BOVIN	Glucose-6-phosphate	Glucose-6-phosphate		2137.01	1836.89	3947.37	1016.94	7024.94	1452.76	2533.08	2545.6				2164.57						
CONT|Q3ZBS7|Q3ZBS7_BOVIN	CONT|Q3ZBS7|Q3ZBS7_BOVIN	Vitronectin	Vitronectin		2.66772e+06	2.28506e+06	2.5987e+06	2.28854e+06	2.37546e+06	2.60752e+06	2.52947e+06	3.34382e+06	3.35856e+06	117606	71101.1	2.11939e+06	57703.1	56144.2	50216.8	60622.9	57308.8	68635.4
CONT|Q58D62|FETUB_BOVIN	CONT|Q58D62|FETUB_BOVIN	Fetuin-B	Fetuin-B		341521	309775	348841	493202	415540	438091	398335	1.09482e+06	998443	19470.7	13501	331616	23367.1	25495.5	21522.5	12783.1	6594.13	12833.3
CONT|Q95121|PEDF_BOVIN	CONT|Q95121|PEDF_BOVIN	Pigment	Pigment		40580	31120.2	37630.8	42277.1	47476.1	45569.5	19848.4	38836.2	41936	6346.3		50350.9	6963.47	31008.2			6562	
CONT|Q95M17|CHIA_BOVIN	CONT|Q95M17|CHIA_BOVIN	Acidic	Acidic		26982	29906.8	41297	33126.1	35969.5	33540.3	17471.3	35003.4	30513.8			28387.4						
CONT|Q9N2I2|IPSP_BOVIN	CONT|Q9N2I2|IPSP_BOVIN	Plasma	Plasma		131745	116146	124417	101446	138391	140502	154012	212830	202052	4895.4	3324.6	118869	2246.59	4192.3	4202.75	3269.89	3443.87	2311.64
CONT|Q9TT36|THBG_BOVIN	CONT|Q9TT36|THBG_BOVIN	Thyroxine-binding	Thyroxine-binding		25302.1	25030.9	24955.9	34614.2	24741.3	28623.1	11385	27824.7	27312.6			21283.7		1549.7				
CONT|Q9TTE1|SPA31_BOVIN	CONT|Q9TTE1|SPA31_BOVIN	Serpin	Serpin		20403.8	89352.6	63417.1	13869.8	57936.8	23401.6	22066.8	32204.4	33017.1	3705.89		16872.7	14977.8	8608.27				
E9PAV3	E9PAV3;Q13765	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	13329.8	11110	9717.45	18272.7	12649.1	15684.6	104797	191688	191888	43951.9	52239	12510	45489.1	47206.1	47764.1	56364.9	62628.5	62561.9
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	6298.03	5788.48	4190.45	2700.98	3445.84	3478.25	9194	8735.72	8514.44	10027	11375.1	7918.52	11558.4	12657.5	10658.4	13656.8	12672.1	13493.9
F8WCM5;P01308	F8WCM5;P01308	INSR2_HUMAN;INS_HUMAN	INS;INS-IGF2	Insulin, isoform 2	156533	3750.52	17529.6	144318	49007.2	137733	395068	892522	458857	155877	226907	99385.1	480060	352990	373477	295733	145054	190843
H3BQL2	F8WBI6;H3BV12;H3BQL2;A6NCC3	GOG8T_HUMAN	GOLGA8T	Golgin subfamily A member 8T				21303.2														
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	30125.1	31909.1	23382.7	27402.4	23125.9	25777.8	23153.7	19773.7	24968.2	66791.6	64393.3	29960	59712.7	67657.4	76027.4	51845.8	58310	55220.2
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein							6369.79	10234.7	9929.38	3527.16	3964.62		3331.43	3968.98	4421.51	4742.96	4370.18	5992.94
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1962.49	1760.36	2169.13	3537.42	3666.01	3707.12	8263.53	6603.78	6427.07	4983.98	5138.86	5191.5	5339.08	3686.42	4485.2	5415.42	5316.56	6025.91
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha			3690.83	3687.51	3498.01		99390.2	240635	226213	28389.1	34282.9		35575.1	31378.5	35119.2	28732.7	32941.5	27623.4
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	20918.6	20315.3	21235.6	19007.1	21153.8	20123.7	23977.7	21375.4	23790.8	32209.6	32574.3	24384.2	32125.2	31662.4	32034.7	30729.2	31605.6	29626.8
O00124	O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1685.11	1616.37	2044.3	2715.91	2664.68	2251.34	2690.41			556.625	1517.49	1093.5	1048.25	697.307	1698.56	1510.9		1476.01
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	32932.6	33535.5	36319.8	37520.3	40786.6	39801.9	44967.2	46879.9	48671.6	122991	134235	32367	125609	137373	129461	105627	110902	115025
O00142	O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	14185.4	12957	13828	17792.2	15102.7	18303.3	13477.8	13605.3	16290.8	18228.5	15032.6	9592.76	15992.7	13623.8	17621.2	14182.3	12428	14230.9
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	15217.8	33181.6	18868.9	6342.68	27286.7	14714.6	18605.5	10865.7	13723.5	7729.36	12111.5	40437.7	12684.9	9626.17	6884.09	14412.5	14151	13970.9
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	42194.5	52635.4	35232.9	42358.8	32973.1	44405	97774.6	111238	110028	409281	594540	37551	542713	565982	427581	451773	454039	498474
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	136256	100833	93286.6	116156	109296	138025	128174	118017	117037	23148.5	24416.4	115296	27601.1	22585.6	23729.5	27576.8	27424.2	27762
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	127047	121811	124661	131943	134319	134220	92465.9	93290.8	92882.7	35045	37775	105585	37378.7	38722.9	40284.5	26849.7	27367.3	27097.7
O00160	O00160	MYO1F_HUMAN	MYO1F	Unconventional myosin-If										15298.9	16338.9		17566.6	16270	16560	18367.4	18422.6	17579.1
O00161	O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	35066.7	36449.3	40639.3	37118	33553.7	37175.8	36058.3	46233.6	45398.1	108087	127911	45610.1	112846	132146	137363	83344.1	107104	107232
O00165	O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	13060.3	14005.7	14195.6	15322.1	12896.3	14355.9	11189.1	13225.3	11435.1	15557.3	15979.3	13721.4	15506.3	17008.2	16063.4	14434.2	15801.8	14432.8
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	21315.3	19387.9	19980.4	20834.7	22270.4	23456.9	30959.7	26139.8	28328.3	32771.7	38526.5	22549	38761.9	38501.7	35050.3	38637	42651.8	38819.2
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	15533.1	16516.3	15043.3	16748.4	17678	17417.6	21443.2	22736.2	22954.5	21929.6	20986.1	16953.1	20121.1	20822.2	20741.2	18593.8	19914.8	20504.7
O00182	O00182	LEG9_HUMAN	LGALS9	Galectin-9			3614.13	3167.33	3912.23	2962.37	16707	18155.6	16839.4	7929.8	15670.8		7296.3	15497.7	8593.72	22081.9	15933.7	33874.4
