Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
O60264	O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1130.01	713.662		1288.5		369.95	355.418	593.425				454.852						
O60271	O60271;Q9UPT6	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4							505.149	402.328				345.417						
O60287	O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	1133.24	1155.55					808.154		1014.15	1428.01	1551.63							
O60313	O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial				1179.55		397.861	224.854					422.604						
O60341	O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A		468.164		420.624		363.767	261.321		408.434	1041.93		154.044						
O60437	O60437	PEPL_HUMAN	PPL	Periplakin					1392.47			851.097										
O60488	O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4			527.945				413.118	829.378			1296.26							
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase							643.378											
O60506	O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1809.36	2229.39	2083.27	1570.23	427.111	1593.7	1940.26	2182	2142.88	1585.9	1597.38	1494.14						
O60610	O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1							274.566											
O60664	O60664	PLIN3_HUMAN	PLIN3	Perilipin-3			1330.74			501.541	1423.12	790.382	766.105			818.325						
O60684	O15131;P52294;O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7						510.603	457.538					333.876						
O60701	O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	3738.63	5405.21	12065.4	3312.85	2515.39	3572.04	13858	5472.42	2554.94	5033.79	3230.02	13495.9						
O60716	O60716	CTND1_HUMAN	CTNND1	Catenin delta-1		2003.5	1622.85			2778.79	706.086	854.717	299.832			968.676						
O60739;P41567	O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b							138.284											
O60749	O60749	SNX2_HUMAN	SNX2	Sorting nexin-2							568.753					359.098						
O60762	O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1		1331.35					168.487	667.11	322.005			279.06						
O60763	O60763	USO1_HUMAN	USO1	General vesicular transport factor p115						673.945	339.495	353.208				453.366						
O60814;P62807	P23527;Q99880;Q99879;Q16778;Q96A08;Q8N257;Q93079;P58876;O60814;Q99877;P62807;P06899;Q5QNW6;P57053;P33778	H2B1C_HUMAN;H2B1K_HUMAN	H2BC12;H2BC4	Histone H2B type 1-K	443480	334154	365121	379146	102481	286973	220432	378393	299829	384847	353178	270495						
O60831	O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1208.42		1299.77			1285.43	766.995	312.985	1454.75		1371.22	377.33						
O60832	O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1								428.373		1132.67								
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B							1321.18					992.839						
O60869	O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1							785.921					1267.79						
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2							760.763					544.764						
O60885;Q15059	O60885;Q15059	BRD3_HUMAN;BRD4_HUMAN	BRD3;BRD4	Bromodomain-containing protein 4						1317.52	1697.62											
O60925	O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1							1074.56					1236.24						
O75027	O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial							263.282					214.958						
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1						722.118	686.054	511.401				707.914						
O75116	O75116;Q13464	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2							563.186					357.168						
O75131	O75131	CPNE3_HUMAN	CPNE3	Copine-3			874.84		1687.67	588.542	916.521					692.357						
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog			1265.27				300.225					556.149						
O75170	O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2		7764.29		2771.89					5790.64		7911.45							
O75179;Q8IWZ3	Q8IWZ3;O75179	ANKH1_HUMAN;ANR17_HUMAN	ANKHD1;ANKRD17	Ankyrin repeat domain-containing protein 17						523.005												
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	613.599		558.307		11544.8	642.381	430.033					476.448						
O75251	O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial							298.397				1038.71	254.324						
O75306	O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial			759.763			844.866	261.411	1726.54				546.976						
O75323	O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1302.91		1930.98		699.752	958.458	798.643	727.956	687.597	2471.98		675.901						
O75340	O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6					633.062	1291.2	479.165					742.84						
O75342	O75342	LX12B_HUMAN	ALOX12B	Arachidonate 12-lipoxygenase, 12R-type					1868.57													
O75347	O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A						1121.98	2208.91		1380.86		3348.01	1572.8						
O75348	O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1							995.644	534.465				821.271						
O75351	O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B							868.497					982.53						
O75367	O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	10040.5	12541.1	10538.1	11818.8	3046.84	8157.58	5356.92	11460.9	6483.27	8577.52	6952.84	4448.48						
O75368	O75368	SH3L1_HUMAN	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein						945.516	426.227					374.246						
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	2066.1	1701.09	2325.96	1531.16	1710.86	2293.95	1951.51	1477.54	1936.15	2678.26	1823.83	2047.66						
O75376	O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1											1622.73	279.876						
O75390	O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	3741.02	4600.75	3538.43	3493.15	1884.42	2660.81	2288.66	3430.58	6027.61	2823.84	3942.68	1494.93						
O75400	O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A		1388.53				1048.06	267.714	934.441	255.041	1278.24		209.754						
O75436	O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A					3347.16	903.711	864.477					656.003						
O75439	O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta						1532.2	568.426		393.557		1066.46	471.851						
O75475	O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein						674.458	594.929	555.202				898.262						
O75477	O94905;O75477	ERLN1_HUMAN	ERLIN1	Erlin-1		803.154		810.378	1209.78	1311.52	438.59	682.804	1178.98	1517.52	1015.87	295.054						
O75489	O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1431.85	1525.14	1506.24	1693.04		1176.04	598.781	1555.83	1832.06	1352.32	1308.4	366.063						
O75494	O75494;Q8WXF0	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10							529.656	382.232	804.558									
O75521	O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2			969.543				266.122		211.894									
O75531	O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	853.861	811.167				1928.71	1242.44	683.25			499.674	1210.13						
O75533	O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2559.3	1890.34	1571.83	2001.31	509.457	2563.35	877.55	1659.52	2393.34	964.626		881.076						
O75534	O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1							347.585					646.902						
O75608	O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1			2541.04		4919.62		1237.92					710.616						
O75616	O75616	ERAL1_HUMAN	ERAL1	GTPase Era, mitochondrial												158.55						
O75635	O75635	SPB7_HUMAN	SERPINB7	Serpin B7					2403.38													
O75643	O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	1573.72	1316.65	595.986	1298.92	1362.82	1209.01	640.867	1291.2	1590.78	1610.75	856.398	916.422						
O75663	O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein							612.672					563.27						
O75688	O75688;P35813	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B							345.067					1190.21						
O75691	O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	347.849							552.368			696.75							
O75694	O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	609.943					245.952	245.12	395.745		824.32		298.905						
O75746	O75746	CMC1_HUMAN	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1						231.022			312.712			289.563						
O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J							819.015					691.936						
O75828	O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3			2315.88		575.571		236.876					220.317						
O75844	O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog		1029.61	736.493	749.639		1216.08	617.748	1433.74	664.52		1112.11	651.721						
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	2668.36	2271.45	2415.46	2513.69	2287.95	2523.62	7125.67	1645.22	1529.72	2240.86	2036.61	7508.62						
O75880	O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial								868.038	2618.5									
O75911	O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3							360.596	548.92				447.413						
O75937	O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8							502.341					569.719						
O75940	O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30							203.36					268.442						
O75947	O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	2499.28	2441.43	2210.26	3223.09		2715.22	1276.16	1801.32	2454.25	2997.83	2087.01	1624.37						
O75955	O75955	FLOT1_HUMAN	FLOT1	Flotillin-1		869.426	2318.15	691.431		654.701	470.837	780.242	1196.89		752.519	623.377						
O75964	O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	3953.35	4071.58	2289.17	5518.15	2098.6	2491.07	2563.29	3788.86	4592.93	4610.09	3346.98	2576.85						
O75976	O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1131.95		2476.87	1144.57			642.015	1043.12	541.801			577.028						
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	490.297		1222.89			1065.89	1285.38					1066.14						
O76009;O76011	O76011;O76009;Q14525;Q92764;Q15323;Q14532;CONT|O76009|KT33A_HUMAN;CONT|O76011|KRT34_HUMAN;CONT|Q14525|KT33B_HUMAN;CONT|Q15323|K1H1_HUMAN;CONT|Q14532|K1H2_HUMAN;CONT|Q16275|Q16275_HUMAN;CONT|Q92764|KRT35_HUMAN;CONT|P02534|K1M1_SHEEP;CONT|P25690|K1M2_SHEEP	KRT34_HUMAN;KT33A_HUMAN	KRT33A;KRT34	Keratin, type I cuticular Ha3-I					332.629													
O76015	O76015;CONT|O76015|KRT38_HUMAN	KRT38_HUMAN	KRT38	Keratin, type I cuticular Ha8									11038.6									
O76021	O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1199.37	2099.93	2460.4	2302.18	992.796	2546.44	1023.69	1309.82	1553.24	3786.32	1200.5	1077.36						
O76031	O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial						957.182			993.201			464.631						
O76094	O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72						441.844	430.542					577.353						
O94760	O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1		1020.76																
O94776	O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	905.197	386.504		982.886					829.761			514.933						
O94826	O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	1189.42	1086.4	1100.01	528.681		1055.14	675.26	879.727	834.383	1303.31	1172.18	579.28						
O94874	O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1			1530.68			1253.39		636.724										
O94903	O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein			1517.4				281.951					665.694						
O94906	O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6				1977.81		1269.32	291.684	694.566				200.258						
O94925	O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	846.257	2920.44	1407.03	1160.83		983.334	848.488	1345.95	597.874	2380.4	1152.33	580.248						
O94979	O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A							640.932					209.281						
O95071	O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5								1135.86		715.851	1221.78	1253.19						
O95168	O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4			1762.38	1869.54		1337.8	488.061	1313.88	1336.78	2745.08	1641.92	1077.93						
O95169	O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial									749.254									
O95197	O95197	RTN3_HUMAN	RTN3	Reticulon-3	2091.5	674.765	1828.73		706.588	1197.08	1153.76	1803.62	956.159	1991.25		870.946						
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1500.34	1281.54	1148.12	1675.22	1075.46	1297.02	733.393	772.596	1466.95	1716.86	1677.66	651.488						
O95232	O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3												180.31						
O95298	O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2							578.114		1177.05									
O95299	O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial				341.08			1039.54	603.732	711.192									
O95302;Q75LS8	O95302;Q75LS8	FKB9L_HUMAN;FKBP9_HUMAN	FKBP9;FKBP9P1	Peptidyl-prolyl cis-trans isomerase FKBP9		2037.4	341.699				763.272	949.777	995.985	302.376		754.931						
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase			1752.48				663.427					623.894						
O95347	O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	866.683						552.55					869.203						
O95361	O95361	TRI16_HUMAN	TRIM16	Tripartite motif-containing protein 16						524.92	479.969					317.188						
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7			1840.59	714.891		1398.9	1635.36					1650.12						
O95394	O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase							592.771											
O95400	O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2							432.739		883.05			295.507						
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1		813.078	1774.97			1810.45	1204.58	547.069				905.582						
O95453	O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN							358.958											
O95470	O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	1222.53			1178.22		824.563	506.023	1100.42	989.527			393.155						
O95571	O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	2013.09		779.126	2551.09	816.428		555.737	2302.19	2273.49		1687.86	763.454						
O95573	O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	1872.84	1792.43	1374.52	1961.87		1243.03	942.938	1788.08	1305.52	2765.94	2007.2	1136.11						
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1							263.281					525.847						
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L							619.744					668.606						
O95758	O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3							1551.37	2335.09				845.314						
O95782	O94973;O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1		1361.14		974.686			511.999		910.377	745.24		413.666						
O95785	O95785	WIZ_HUMAN	WIZ	Protein Wiz									8190.97									
O95793	O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1												605.435						
O95810	O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2						191.862			529.896	766.952		580.02						
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2			798.941				139.306		493.474			383.576						
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3							187.933					320.539						
O95831	O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1828.03	1180.25	1930.26	1577.68		1207.86	656.438	1057.44	1365.52		2211.81	920.241						
O95864	O95864	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase							212.275			1552.13								
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2					1877.54													
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12						1002.8	1370.5					579.654						
O95994	O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	1748.7	2855.08	4098.66		991.093		1008.56	10585.5	7157.96		3458.25							
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	2109.19		1693.73	3535.13		2374.64	770.512		1789.5	2139.01	3003.52	914.842						
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1		1723.82	2371.17				703.502					691.932						
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	2227.71	2817.35	1783	1814.78	1323.43	1683.75	1219.9	1176.29	2133.49	1843.48	1624.04	1238.45						
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4							336.218					343.84						
O96019	O96019;O94805	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A				473.457			262.428					463.616						
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5										973.686								
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	12806.9	9962.28	12490.7	9039.4	4254.96	15151.3	14988.3	12817.6	4732.34	12449.7	10157.7	28719.6						
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	20605	21713.1	44156	17181.8	5022.04	20697.5	56347.1	14550.8	11130	18200.8	16270.2	38279.3						
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	2844.12	1801.17	3791.79	2464.05	1195.37	1778.61	1244.09	2687.9	2180.69	2512.24	3175.09	995.057						
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	1223.38		1008.17	1243.95		436.915	852.238	836.183	1168.7	1332.37	885.85	396.921						
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	935.35		1559.27			1721.8	1385.53					1602.29						
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	6831.1	6085.57	12224.7	10074.3	4060.97	3441.69	4151.95	6409.8	7475.05	7098.81	10616.5	4551.46						
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]				785.249	661.998		214.879											
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin								480.825										
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	499.801		1490.58	543.099	11034.9	598.402	589.657					403.414						
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase							434.434					511.728						
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	5205.33	3777.87	5359.78	4285.66	3369.03	6470.87	9217.18	4132.75	2545.71	4077.38	3418.98	10048.8						
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1					2677.35	954.043	1025.22					832.485						
P00734	P00734	THRB_HUMAN	F2	Prothrombin									645.067									
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	943.322	893.493		927.697				1076.05	1101.37	1402.36		657.456						
P01040	P01040	CYTA_HUMAN	CSTA	Cystatin-A	674.436		1179.38		6418.95	413.164		379.659			820.084	1585.34						
P01111	P01116;P01111	RASN_HUMAN	NRAS	GTPase NRas		669.802				1903.47	373.64		376.861	1300.35		417.224						
P01834	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant									499.902									
P01857	P01857	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1					2992.8													
P01876	P01876;P01877	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1					2165.33													
P02533	P02533;CONT|P02533|K1C14_HUMAN	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	33274.6	24155.1	26171.6	28389.4	272810	22032.4	7546.65	16661.3	20124.2	25871	29309.8	9240.49						
P02538	P48668;P02538;P04259;CONT|P02538|K2C6A_HUMAN;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A	12338.2	9046.32	9506.32	10915.8	94514.1	7445.01	3481.23	6417.68	7779.88	10142.3	12758.1	4600.27						
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	10134.8	13688.4	11071	9497.5	3138.14	8944.69	5288.38	10292	7247.26	10887.4	9465.19	4917						
P02768	P02768	ALBU_HUMAN	ALB	Albumin			390.327		2522.41				563.845									
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	894.811	1856.68	1907.48	1412.33	470.638	1251.78	875.889	971.258	988.961	1030.06	746.083	674.805						
P02788	P02788	TRFL_HUMAN	LTF	Lactotransferrin					1769.93													
P04040	P04040	CATA_HUMAN	CAT	Catalase					38373.3													
P04062	P04062	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase	665.746		6223.22		2432.57			460.875			547.066							
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	6209.49	3870.59	5288.21	4510.13	18108.8	6557.67	13419.7	4147.92	3212.07	6775.03	4723.01	19584.8						
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B							711.639					660.913						
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	6027.38	6070.28	10357.8	7214.11	2935	13062.2	17337.7	3313.51	4397.46	6699.78	5856.74	22211.3						
P04181	P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial	1057.01		807.327			1293.41	459.338	1093.06		1166.96		379.845						
P04259	P48668;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	4454.67	5063.86	3080.61	5577.16	47845.6	3494.64	1598.29	3592.49	2807.49	6325.53	5107.77	1677.64						
P04264	P04264;CONT|P04264|K2C1_HUMAN	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	291819	242045	268846	277460	9.53043e+06	267388	79539	141275	195446	282939	263279	100130	1.34692e+07					
P04406	P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	32884	26619.1	32400.6	34714.5	130762	42468.5	71282.3	27052	22671	32311.7	27021.7	101387						
P04439	P04439	HLAA_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain		548.014					301.277	414.74			1251.95							
P04632	Q96L46;P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1					7081.78		3049.26	694.26		709.312		2684.23						
P04792	P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	3097.59	3036.47	3374.51	2216.6	5492.68	4044.45	8331.22	3736.03	1756.08	2737.79	2482.27	5702.71						
P04843	P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	5052.9	5132.65	6049.14	3678.92	3101.62	4396.45	2496.24	6364.66	6047.7	3987.86	5481.94	2608.43						
P04844	P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	2697.71	2079.56	2505.13	1430.64	1464.6	1780.98	1155.17	2812.05	2048.43	1858.32	3403.54	1361.51						
P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2			698.718				445.34		718.249									
P05023	P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	2058.64	2146.17	1839.76	1385.58		2496.64	1596.45	2792.17	2591.44	2865.96	4145.19	1311.39						
P05026	P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1						704.302	740.046	1634.54	895.18			995.312						
P05089	P05089	ARGI1_HUMAN	ARG1	Arginase-1	2009.81	1216.16	1174.76	2777.36	34672.9	785.348	388.7	545.89	1008.98	708.167		618.065						
P05091	P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial	2714.92	3438.89	3845.42	4123.33	1041.35	1675.49	1422.53	3827.57	6576.98	4212.32	4442.75	1177.61						
