Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
O43709	O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase							116.703					186.618						
O43747	O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	829.444	790.801				830.246	377.062	241.43			746.553	403.213						
O43760	O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	3393.04	2754.68	3552.54	1334.67	5019.66	906.956	1350.37	2899.1	2240.31	836.591	1052.93	1031.37						
O43765	O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha						667.293	154.644					195.166						
O43776	O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	387.566	343.166			349.926	914.267	1129.4	262.067	394.73		456.79	1502.59						
O43790;Q14533	Q14533;P78385;O43790;P78386;A6NCN2;CONT|O43790|KRT86_HUMAN;CONT|P78385|KRT83_HUMAN;CONT|P78386|KRT85_HUMAN;CONT|Q14533|KRT81_HUMAN;CONT|P15241|K2M2_SHEEP;CONT|P25691|K2M3_SHEEP	KRT81_HUMAN;KRT86_HUMAN	KRT81;KRT86	Keratin, type II cuticular Hb6	5535.41	7060	4459.73	3512.84	5540.47	7819.31	8465.63	5026.96	3837.79	3876.56	3327.15	10758.1						
O43795	O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	1050.44	1342.57	1555.46	1538.86	1090.28	1317.59	700.163	691.847	927.715	1760.38	951.763	368.835						
O43809	O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	1336.67	1229.47	557.855	1162.03	690.73	1773.73	1302.63	1283.16	2042.17	1499.8	638.996	1072.18						
O43813	O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1					475.392	188.532	365.473	185.421				308.711						
O43837	O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1240.03	754.504	1002.13	764.166	446.694	750.65	401.358	517.377	567.5	868.754	1132.54	426.22						
O43847	O43847	NRDC_HUMAN	NRDC	Nardilysin							103.709					60.5621						
O43852	O43852	CALU_HUMAN	CALU	Calumenin	1193.73	1278.39		1201.81	1473.91	1093.86	1193.2	1420.18	1731.5	1136.28	1396.11	1458.36						
O43920	O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	420.688		472.981		235.462	651.74	289.906	245.357				408.941						
O60216	O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog												162.112						
O60218	O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	7090.92	6523.89	8368.97	6126.29	3973.07	4309.02	14752.3	4035.51	4598.05	4851.06	4395.89	7046.28						
O60256	O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2						282.021	300.779					412.397						
O60264	O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	449.821	488.864	482.844	695.018		380.525	181.68	311.724	303.629		477.199	316.243						
O60271	O60271;Q9UPT6	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4			468.871				205.819	173.944				206.159						
O60287	O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	1090.85	776.236	1632.48	1227.58			503.934	313.994	337.31	789.045	708.065	146.571						
O60313	O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial		475.548			545.357	371.039	142.346	255.532	243.027	790.185	386.629	99.1157						
O60341	O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A							163.128		408.492									
O60437	O60437	PEPL_HUMAN	PPL	Periplakin					589.085	720.526	240.316	650.045										
O60488	O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4		1645.81	1281.46			736.447	1442.01	715.289	1115.76		988.883	1147.5						
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase							460.466					255.143						
O60506	O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1814.81	1643.41	1593.41	1643.76	783.789	1171.8	1672.95	1508.74	1435.43	944.316	884.99	1268.41						
O60610	O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1							153.738											
O60664	O60664	PLIN3_HUMAN	PLIN3	Perilipin-3		118.715	737.118		216.609	326.366	626.261	254.874	496.424	377.825	228.867	486.271						
O60684	O15131;P52294;O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7		331.669	611.953			289.278	379.142					99.3283						
O60701	O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	2536.46	3938.79	8872.1	2369.21	4335.42	2680.29	9531.65	3673.69	1994.03	3857.93	2427.59	8268.32						
O60716	O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	871.653	1112.14	607.609			1697.31	385.093	676.082	498.259		273.862	645.95						
O60749	O60749	SNX2_HUMAN	SNX2	Sorting nexin-2		467.05	362.871				337.045					372.072						
O60762	O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	450.629	772.765	694.368		1241.92	156.955	347.748	680.902	545.217	722.684	596.606	222.423						
O60763	O60763	USO1_HUMAN	USO1	General vesicular transport factor p115		730.938				515.519	258.373	389.389				252.125						
O60814;P62807	P23527;Q99880;Q99879;Q16778;Q96A08;Q8N257;Q93079;P58876;O60814;Q99877;P62807;P06899;Q5QNW6;P57053;P33778	H2B1C_HUMAN;H2B1K_HUMAN	H2BC12;H2BC4	Histone H2B type 1-K	378755	310012	313088	348985	162322	258617	179292	344374	269314	339764	321160	200535						
O60831	O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	909.969	406.901	928.652	287.522	427.434	896.085	618.887	238.543	1196.44	176.158	989.343	167.518						
O60832	O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1			487.203				198.512	203.607		929.364	525.201							
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B			512.765			656.857	593.953	157.972	340.569	797.184		598.81						
O60869	O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1						689.821	354.263					590.09						
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	308.727						431.108		132.168			300.435						
O60885;Q15059	O60885;Q15059	BRD3_HUMAN;BRD4_HUMAN	BRD3;BRD4	Bromodomain-containing protein 4			366.645			845.186	1274.84	194.91		909.518								
O60925	O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1		518.727					553.269		470.959		233.404	1014.37						
O75027	O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial		517.471					178.987					100.383						
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1						444.119	483.067	142.128	416.907	179.649		551.528						
O75116	O75116;Q13464	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2							323.948					272.904						
O75131	O75131	CPNE3_HUMAN	CPNE3	Copine-3		1338.34	779.142		1480.8	443.351	637.259	453.699	367.221			587.85						
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog			863.969			211.543	247.909					280.223						
O75170	O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	1228.26	6658.36	5534.5	2193.22	240868	2071.49	676.237	3557.27	4416.8	2809.29	5606.08	937.101						
O75179;Q8IWZ3	Q8IWZ3;O75179	ANKH1_HUMAN;ANR17_HUMAN	ANKHD1;ANKRD17	Ankyrin repeat domain-containing protein 17			275.727			352.756						19.2685						
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	562.563	311.499	431.741		17075	884.096	229.966	565.263	98.4547	307.981	144.725	392.583						
O75251	O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial		588.234			83.5347		210.422	257.11	359.102		481.452	157.576						
O75306	O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	279.84	382.122	913.816			796.011	192.147	538.698	652.99		561.962	194.282						
O75323	O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	999.686	341.188	575.02	1176.2	871.206	299.846	575.037	754.291	682.559	1392.86	1182.5	644.642						
O75340	O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	312.616		262.63		879.033	673.348	285.927	491.91				565.989						
O75342	O75342	LX12B_HUMAN	ALOX12B	Arachidonate 12-lipoxygenase, 12R-type					2707.82													
O75347	O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	958.233	204.643	516.484	710.203	536.295	609.592	2196.07	370.583	460.808	496.001	989.192	1546.19						
O75348	O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	572.826				426.468		392.243	498.735	515.388	317.828		540.738						
O75351	O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B		29.7283	444.493		130.202	521.651	596.826			253.323		870.015						
O75367	O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	7207.64	9507.53	6001.25	8024.5	3509.08	6311.85	4246.06	9090.62	5113.17	7146.1	5819.61	3080.66						
O75368	O75368	SH3L1_HUMAN	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein						270.953	303.902					401.852						
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	1561.4	968.567	1659.81	997.501	1167.92	1537.81	1657.42	1002.11	1129.13	1497.44	1130.53	1619.5						
O75376	O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	1461.18					280.195					1983.13	306.027						
O75390	O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	2900.58	2596.28	2280.83	2802.7	2098.24	1701.55	1780.51	2443.71	4394.82	1658.66	3056.48	1169.65						
O75400	O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	1182.37	595.087	262.976	115.565	292.919	700.58	128.688	720.622		761.014		211.024						
O75436	O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A					4242.35	414.062	799.313	640.647		472.647		677.865						
O75439	O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	499.844		768.125	550.824	278.089	588.64	93.5816	571.794	404.428		956.294	321.249						
O75475	O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	230.249	635.704		733.114		699.095	281.43	536.742	565.038			439.802						
O75477	O94905;O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	788.917	843.198	155.439	498.921	1530.33	602.889	246.85	398.092	472.244	518.719	552.796	348.249						
O75489	O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1107.21	1395.25	1120.74	1273.24	457.561	1019.89	443.646	1178.75	1162.87	1094.09	1197.02	363.237						
O75494	O75494;Q8WXF0	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	353.764		688.823	215.032		541.64	278.022	520.363	528.348									
O75521	O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2			604.08			266.591	188.378		160.558			109.227						
O75531	O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	561.379					898.442	651.815	534.446			365.641	532.828						
O75533	O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	1818.42	887.254	1218.71	1036.74	619.226	2175.26	669.183	1332.45	1497.65	814.146	1460.61	682.958						
O75534	O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1		254.447					135.265	169.886				255.694						
O75608	O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	131.194		1143.35	801.442	5847.88	438.968	574.476	219.97	481.389	875.597		703.095						
O75616	O75616	ERAL1_HUMAN	ERAL1	GTPase Era, mitochondrial		443.196		345.19		248.054		120.4				123.549						
O75635	O75635	SPB7_HUMAN	SERPINB7	Serpin B7					2109.9		132.815		397.877									
O75643	O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	1312.25	1303.16	1013.46	1023.24	1002.67	899.971	502.572	813.303	801.045	1267.41	1101.16	654.681						
O75663	O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein			761.607		369.937		481.999					435.65						
O75688	O75688;P35813	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B							402.323	148.94				599.158						
O75691	O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	242.207				143.201			408.685	306.144		374.854							
O75694	O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	277.039		228.081		535.086	21.4407	127.098	266.016	207.832	519.042		154.115						
O75746	O75746	CMC1_HUMAN	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1			387.867			167.108	103.794		246.945	724.626		158.431						
O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J							338.422					292.498						
O75828	O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3							175.518		396.972			158.759						
O75844	O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	561.072	553.297	612.113	635.833	590.937	1045.6	474.553	915.351	477.082	1036.72	919.761	467.62						
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1649.96	1951.37	2181.59	1615.79	3698.67	1938.29	5036.5	1110	1570.67	1699.04	1494.05	4687.68						
O75880	O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	1052.7	1064.14		683.63		960.976	483.452	328.704	1177.61		950.86	274.529						
O75911	O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3	670.921	710.487	424.592				197.504	881.295	628.23			472.667						
O75937	O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8							380.388					380.928						
O75940	O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30		396.976		121.277			180.388	44.4543				240.42						
O75947	O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	1531.5	1476.97	1656.05	2321.36	1264.32	1543.14	808.439	1268.53	1904.72	2577.53	1349.85	1109.96						
O75955	O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	508.703	775.645	1127.97	707.659	368.061	765.251	359.291	713.243	853.471	698.137	770.951	403.919						
O75964	O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2196.3	2506.57	1369.68	3263.36	2018.84	1385.13	1560.4	2385.67	2551.36	2331.1	2355.87	1495.86						
O75976	O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	976.406	737.718	1016.57	580.468	415.009	365.838	241.51	1040.08	676.884		1036.45	546.563						
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	409.939		806.925		474.607	783.073	545.839	587.133	632.989			850.868						
O76009;O76011	O76011;O76009;Q14525;Q92764;Q15323;Q14532;CONT|O76009|KT33A_HUMAN;CONT|O76011|KRT34_HUMAN;CONT|Q14525|KT33B_HUMAN;CONT|Q15323|K1H1_HUMAN;CONT|Q14532|K1H2_HUMAN;CONT|Q16275|Q16275_HUMAN;CONT|Q92764|KRT35_HUMAN;CONT|P02534|K1M1_SHEEP;CONT|P25690|K1M2_SHEEP	KRT34_HUMAN;KT33A_HUMAN	KRT33A;KRT34	Keratin, type I cuticular Ha3-I		164.896			456.731													
O76015	O76015;CONT|O76015|KRT38_HUMAN	KRT38_HUMAN	KRT38	Keratin, type I cuticular Ha8	452.106	4282.47		3112.58			660.89		7722.2									
O76021	O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1467.26	1505.01	1465.83	1559.2	1094.15	1281.51	739.965	932.469	1443.06	2567.41	1348.97	849.589						
O76031	O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	547.592	712.886	406.864	524.3	379.218	659.927	243.425	513.614	1011.93	584.701	568.205	256.65						
O76094	O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	375.436		313.617		154.683	240.587	226.097	204.527				236.69						
O94760	O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1						646.416												
O94776	O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	515.18	305.508		804.703		411.361	257.604	302.032	690.612			401.158						
O94826	O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	729.879	932.029	875.938	380.086	332.89	798.928	488.847	677.533	535.733	1035.25	677.663	499.029						
O94874	O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1			922.84	381.311	303.698	1072.04	317.01	445.666	426.414		762.963	276.178						
O94903	O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein			1070.34				255.268	222.093			366.602	183.187						
O94906	O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6			445.589	1392.21	485.202	917.911	291.425	513.897	591.115			62.0332						
O94925	O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	868.315	1832.64	954.087	1141.95	504.119	635.782	426.661	1104.54	485.147	1359.85	1340.1	392.268						
O94979	O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A							408.855		241.821			133.599						
O95071	O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	1208.28	2069.92	2302.14	392.643	978.549			1101.47		1187.53								
O95168	O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	207.844	718.351	1259.87	1350.3	1084.87	1054.01	407.691	931.111	980.226	2223.87	1045.85	866.997						
O95169	O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial			596.722				434.059		344.074		465.359							
O95197	O95197	RTN3_HUMAN	RTN3	Reticulon-3	1518.87	398.866	1298.59	1308.62	959.075	839.977	1000.93	1405.76	635.666	1569.26	1574	706.491						
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1510.1	452.182	858.372	1269.88	610.505	830.599	606.681	629.994	1234.23	917.109	1453.39	565.47						
O95232	O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3		247.658					141.825					113.783						
O95298	O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	891.845		898.424			664.41	362.561		845.097			231.709						
O95299	O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	562.966			1571.63		1702.73	184.586	488.382	670.934		1838.87	216.477						
O95302;Q75LS8	O95302;Q75LS8	FKB9L_HUMAN;FKBP9_HUMAN	FKBP9;FKBP9P1	Peptidyl-prolyl cis-trans isomerase FKBP9		1063.53	286.598		391.636		655.128	847.038	628.245	184.622		690.078						
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase		419.342	1111.07		634.024	202.422	515.273	152.84				250.343						
O95347	O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	601.613					486.808	332.296					518.995						
O95361	O95361	TRI16_HUMAN	TRIM16	Tripartite motif-containing protein 16						394.636	369.508	111.059				205.877						
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7	546.821		1219.41	491.182		753.807	1101.85	289.147		399.9	327.672	1054.6						
O95394	O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase							432.55											
O95400	O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2							350.575		725.684			220.04						
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	1176.88	916.406	1286.28		8442.41	322.374	921.852	368.257				933.7						
O95453	O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	255.588		106.149			254.633	264.758	127.511				211.475						
O95470	O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	389.007					659.345	113.366	280.332			566.412	153.534						
O95571	O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	1499.83	775.661	707.886	1244.54	927.427	255.851	386.346	1454.38	1894.52	1103.16	942.07	619.956						
O95573	O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	1369.03	999.842	785.79	1887.08	699.869	1007.23	673.853	1194.55	979.912	1997.86	954.864	914.603						
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1			462.178				257.009					267.697						
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L							388.209	441.121				278.142						
O95758	O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	1326.06	865.6	1190.34			605.028	936.824	1383.06			615.827	348.567						
O95782	O94973;O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	808.171	963.379	214.743	767.129	236.162		366.974	661.419	468.524	398.839		326.305						
O95785	O95785	WIZ_HUMAN	WIZ	Protein Wiz		2002.27	615.244	2537.41		488.955	1409.98	2212.27	5950.15		3015.37	1197.47						
O95793	O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1					396.638		65.3535		353.14	373.711		114.975						
O95810	O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2							227.507		268.453	682.641		370.536						
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	767.717	510.119	558.559		50.8976		154.262	185.226	462.226			231.332						
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3												154.988						
O95831	O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	860.852	672.76	1073.16	1017.82	557.785	728.153	510.538	510.967	1070.14	474.078	1352.12	649.097						
O95864	O95864	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase		985.102			444.793		97.0142		496.118	896.108		333.025						
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2					2647.06													
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	816.328	257.654	983.916		1156.37	563.612	633.706	481.666	1197.99	863.569	1047.44	779.001						
O95994	O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	1359.83	3621.13	5324.64	1207.81	2444.97	318.708	702.227	10655.9	8175.28		3552.72	330.165						
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	1565.56			1766.9	1208.54	994.429	498.834	339.495	1113.5	1377.76		598.53						
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1	1213.26	1190.66	1399.94	1420.89	647.947	394.801	603.597	510.315	1250.64		789.168	327.301						
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	1755.45	2228.57	1434.47	1250.28	1635.2	1399.51	1082.83	858.277	1727.66	1551.69	1444.47	827.073						
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4			479.969				282.103					465.309						
O96019	O96019;O94805	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A			142.747	231.857				179.561		559.661		367.589						
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	87.9046		327.144				441.119			1169.31	432.166	225.921						
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	10601.1	8949.94	9767.7	6588.07	5155.29	11874.8	12501	10317.7	2792.75	9133.56	8237.79	22285.2						
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	15636.6	16562.3	29912.6	13299.4	6711.34	15137.4	43181.6	11325.6	8856.38	14168.7	11843.1	30544.6						
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	2507.07	1682.76	2541.95	1955.51	1544.75	877.95	1007.95	2324.04	1872.01	2242.44	2212.7	606.689						
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3		360.896	605.7			205.408		170.099	138.327									
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	626.264	1000.46	923.037	1410.02	713.065	893.09	1290.48	649.471	387.91	1231.01		1209.73						
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	5233.9	6011.76	8131.08	7654.69	2387.24	2878.8	2788.44	3381.66	6096.12	5041.25	8699.51	2915.61						
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]				414.227	717.913		256.219	188.612		1074.54		302.622						
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin								360.989										
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	413.603	670.728	990.424	594.898	13013	333.339	553.74					247.436						
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	267.844		213.165		441.304		174.208					289.892						
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	3506.38	2828.17	3269.97	3348.26	4877.52	4682.24	6864.35	3325.24	2214.95	2781.43	2834.47	7408.23						
