Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d
O14734	O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8										365.616	354.767																			
O14735	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase		508.321		247.964	615.176	391.677		469.301	303.754	575.295	504.762	762.677	777.139	330.286		261.626		881.566	748.248	339.589	461.417	373.728	157.532	1015.42	721.655	577.158	845.218	152.228	498.293	
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5		416.289	624.784			373.009	676.495	465.393		119.807	433.336	347.954	474.33	322.672		584.981			499.626	791.032	565.104	568.229	810.056	707.861	138.598		190.93	636.313	254.741	781.13
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	227.446		577.532		300.429	340.27	367.605	291.56	384.951	187.682	404.578		444.471	1058.54		429.398		293.192	199.996		330.702	648.278	261.556	268.967	379.748	430.887	438.083	469.954	279.73	353.937
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		478.05	563.57		377.735	31.7834	98.2308	427.318			120.924	651.112		189.686		193.06			300.612		467.922	189.13	284.566	158.397	332.645		175.313	251.66	138.173	275.625
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1			655.424	915.707	566.97	1021.88	1295.4	669.447	1989.29	1798.92	944.556	1089.52	928.282	1115.61		1265.55	1524.15	1732.39	2076.91	1023.18	307.496	1241.65	1431.64	1767.61	1857.45	2892.56	1167.18	1395.45	1756.44	1190.69
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1			330.106	334.172		262.072		329.657	257.066		281.243		293.526	325.265		181.869			360.846			242.926	178.597		269.214		518.888	448.714		397.521
O14802	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1						170.504																		158.257						
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	2132.64	1286.18	2041.62	1991.57	1123.44	1769.06	1627.08	2155.29	1603.57	1222.14	1937.6	2300.65	2396.09	2158.24	2994.29	1959.64	1351.97	1499.2	2072.65	1681.5	1437.69	2692.38	1722.31	1700.26	1196.93	1428.21	1705.61	2184.2	1622.19	2095.57
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3		83.8828	104.461			176.576	393.696	135.422	194.038			512.709	60.7775			66.6671		215.114	558.121		68.1188	146.694	134.786	175.432	131.968	251.269	229.463	104.947	180.972	163.282
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3			91.0196	203.003		45.4234			309.318	535.802	157.268	87.2802		148.388		270.933		238.08		580.339			88.8171	90.9591	224.87	399.91		351.406	191.29	
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3		260.473	311.864			629.81	368.826	365.688		151.659	489.855	295.27		532.094		459.928	211.041				656.684	300.816	879.371	376.912	413.907		377.469	159.29	651.857	227.163
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1		132.682		249.536										150.898					308.997				105.515						162.999	245.088
O14920	O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	203.262													168.751		244.071					156.908			222.065	126.527		187.216		385.771	
O14925	Q5SRD1;O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23			280.284	262.848		154.302					95.0533	142.4		72.78		225.912						171.131	196.961		313.546					
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit			248.177																											
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8			363.951			385.384	174.536	246.859	230.445	476.291	311.966		533.969	31.9258		230.859		609.131		158.819		233.222	73.0832	139.547	288.991	282.17		112.531	200.74	371.173
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	1824.49	5817.89	3444.63	1698	2751.04	3173.15	3362.64	5678.96	747.344	346.688	5357.04	3814.11	4010.5	4309.65	1568.25	4611.91	1065.75	672.145	3669.75	1680.29	2491.84	3984.04	3589.47	2684.43	3927.92	842.81	3742.41	5631.03	5324.92	3869.16
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate		174.19	48.8426	565.607	315.349	197.08	447.228	428.616	78.2244		465.742	189.563	422.983	94.0735		489.174			455.175	73.9178	280.402	63.9458	367.648	304.767	291.529		395.789	398.206	429.46	280.723
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	1449.1	807.826	762.272	257.767	737.297	582.709	526.984	642.807	476.547	154.297	527.599	355.683	660.983	1058.74	474.085	710.847		234.765	618.14		580.505	780.271	475.785	457.589	605.624		624.244	575.621	914.404	710.544
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	414.723	575.39	714.843	1125.73		1175.78	1017.77	270.728	1073.12	1031.96	674.719	661.389	825.627	528.82		737.035		1124.56	950.65	561.982	196.429	930.355	813.625	798.993	1160.86	220.654	1034.12	804.141	677.754	794.388
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1		355.518	650.354			755.694	743.387	632.078			506.161	550.415	596.653	689.117		566.806	1162.18	367.187		176.182	534.182	477.646	746.523	787.699	586.766	55.6548	812.562	391.062	523.572	1368.89
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A			272.512			204.957	356.681	263.447		463.919	306.957	186.821	219.645	182.537		183.4		475.845	307.901	763.663	218.91		249.265	216.244	401.641		478.967	491.088	351.87	251.094
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2		112.784			320.399	264.98			176.365	350.641	264.29			160.367		470.759			325.656				316.318	194.077		289.696			298.814	233.015
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	367.937	989.055	921.389	944.3		867.501	1168.29	1049.33	372.812	214.394	465.124	997.053	667.524	657.241		354.752	390.307	311.732	742.903	182.714	1056.19	740.645	724.196	668.135	675.794	484.455	835.588	583.734	800.334	670.118
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin		287.632						77.7088		104.257			229.27						344.457			255.027			227.983	138.009			232.304	137.563
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase			333.161			315.076	231.263	172.436		91.6243	142.912	105.039	373.037	325.884	160.012	267.069		208.719			120.803	242.467	169.688	398.959	165.277		388.758	379.817	211.407	253.142
O15075	O15075	DCLK1_HUMAN	DCLK1	Serine/threonine-protein kinase DCLK1							283.638						960.468									417.217		132.024						277.616
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1												28.0599								249.998		129.784			198.344			254.501		
O15126	O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1										111.01	20.0514							82.8233			192.278	165.029								
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2		259.597				135.25			352.082	99.212		145.387													105.25		136.326			41.8582
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	316.079	1108.56	622.698	346.942	754.861	854.763	1159.47	762.944	307.408	314.178	994.199	819.503	822.92	994.306	154.02	865.958	379.107	820.577		192.039	1023.29	468.227	707.93	640.286	400.817	457.491	755.033	842.442	1095.15	523.821
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1637.77	4557.45	2519.54	1666.42	1482.27	2816.45	2601.29	2770.24	1889.9	642.406	3204.75	3557.73	2794.15	2964.51	1494.79	3563.51	635.57	873.586	923.608	1089.31	3624.73	3709.77	2430.98	2385.64	2672.82	1967.19	3714.26	3121.9	4218.71	2684.83
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3		3205.86	2074.05	1157.69	1875.45	2217.24	2383.41	1764.53	1126.46	662.666	2439.95	2303.43	1820.29	2355.95	656.247	2082.17	699.017	936.7	353.315	855.027	2244	2641.24	2050.51	1895.65	1042.84	1192.22	1662.63	2412.07	2296.6	1825.96
O15155	O15155	BET1_HUMAN	BET1	BET1 homolog								114.176						99.3762								116.49		128.903	83.9544					165.185
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1						140.394		249.719		140.809	269.97		179.891	99.0332		125.954			525.305					278.779	129.625		201.397	182.169	152.736	
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2		428.982	430.872	295.796	582.829	271.05	234.285	234.645	641.24	507.232	374.353	346.486		231.079		342.128		410.117	465.358	379.503	415.196	453.589	287.671	464.865	557.608	885.268	195.286	266.697	265.662	
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6		312.54	585.104	400.427		391.737	142.57	231.333		279.942	273.319	533.335	402.933	297.129		362.508					390.42	334.059	386.818	584.353	360.224		451.898	481.056	402.421	263.952
O15231	O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185													329.516						474.284		227.31	221.159	306.676		95.7056				119.746	341.35
O15235	O15235	RT12_HUMAN	MRPS12	"28S ribosomal protein S12, mitochondrial"						147.698				102.426														143.486						
O15258	O15258	RER1_HUMAN	RER1	Protein RER1			355.183	198.865	396.411	336.276	224.353		529.619	347.633	244.771	237.039	421.048				684.96			570.953	109.944	263.1	169.478		299.684			406.551	103.804	
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	584.611	539.428	1168.3	1097.11	651.408	1610.9	1171.92	1552.68	924.817	1307.74	1775.96	1830.71	1608.16	1304.77	503.757	1032.57	400.997	1269.75	1608.27	1351.43	1865.51	1434.31	1477.99	1707.97	2443.18	2659.2	1387.66	1235.12	2983.47	1111.42
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1		430.586			105.149	275.412	238.621		293.554	359.398		208.986				547.167					323.195	177.326	289.159		336.235	771.933	99.926	525.597	291.93	422.699
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit				111.835								292.509		68.6672																223.849
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2						237.498	241.368	236.259		159.404	156.59	259.87	291.819	328.883	176.069	304.968					246.943	147.693	284.045	262.72	177.266		236.573	267.564	210.691	210.776
O15321	O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1			291.425			85.045			61.03	77.1259																421.618				
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3			471.156			298.018	715.439	258.503			255.841	755.052	194.869	619.696		182.439			122.566		445.71	223.885		285.028			460.981	383.412	368.438	530.768
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G		169.11	414.448	735.506		216.936	219.204	372.76	420.736		220.261	335.943	256.865	220.976	869.148	257.686			388.376		121.55	240.506	258.361	365.706	119.29		189.01	511	149.124	331.301
O15357	O15357	SHIP2_HUMAN	INPPL1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"			203.402								160.417			126.678							87.7008	145.167								52.9329
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D		389.508	288.66	487.219		510.211	236.472	540.564	621.882		465.807	386.073	431.973	460.308	231.732	665.655	425.848	126.527	644.76		351.07	620.948	521.84	492.004	347.493		571.104	430.375	397.645	490.675
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H		337.203	378.051	462.439		419.132	324.393				182.66	243.547	187.827	229.919		391.58			207.843		574.907		448.666	452.729	197.461		322.579	503.352	384.381	225.637
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7		148.214	393.374	294.231		511.606		321.903	317.882	324.085	148.928	305.403		415.195		376.415		584.411		734.373	254.141	519.897	229.886	468.72	236.625	474.528	399.443	266.847	265.236	391.883
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2		520.872	588.917	392.78	1298.99	887.736	605.296	531.598	717.219	453.963	729.864	220.323	236.231	553.706		1119.41	1141.35	772.135	739.823	160.607	1348.67	457.53	451.884	816.611	757.302	1166.37	715.576	328.446	1173.58	330.708
O15498	O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	584.337	456.692	309.622	331.62		447.422	187.129	486.722			501.187	416.575	236.884	255.649	182.217	332.863	243.628			719.163	281.245	402.912	492.103	623.479	376.124	338.687	324.502	350.488	360.198	315.124
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	427.938	2690.23	1643.49	1121.22	1672.8	1916.81	1452.83	1969.04	604.211	516.404	2372.04	2841.51	2077.79	2688	709.525	1949.18	692.636	615.296	1009.28	438.328	1754.42	2114.61	1105.17	2207.96	1379.6	980.799	1940.95	1891.59	2286.34	1725.73
O15523	O15523	DDX3Y_HUMAN	DDX3Y	ATP-dependent RNA helicase DDX3Y													117.194			87.4173							150.231	230.321	171.017				92.2895	240.202
O15533	O15533	TPSN_HUMAN	TAPBP	Tapasin		291.686	377.659	253.113	553.422	394.732		473.056	747.281	919.642	347.159	444.569	260.103			593.392	627.85	667.99	1145.41	341.931	426.433	391.657	542.519		1180.28	614.977	612.091	942.47	1035.8	303.609
O15540	O15540	FABP7_HUMAN	FABP7	"Fatty acid-binding protein, brain"		359.832		198.658		164.49			412.369				917.264		305.238				150.747			939.33		301.308			193.453			689.811
O43143	O43143;Q14562;O60231	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15			672.11	721.633	347.576	571.499	603.263	493.043	755.129	564.213	507.905	616.551	714.562	484.564	492.562	563.423	483.669	689.391	623.246	668.927	155.154	664.857	523.664	690.688	542.111	477.719	651.989	429.079	484.109	633.481
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase			179.577				326.329	132.816														220.114		154.768					213.034	
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4			105.608	254.61		339.306	159.364			270.119	220.759	119.69		260.629		507.212				239.864		165.564	30.4102	284.239	184.196	227.034	225.797		124.778	288.231
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	891.019	769.749	1509.84	490.672		1077.93	2266.09	2915.61	640.654	371.152	4012.72	3484.02	3353.34	3709.59	1067.72	2304.82	1087.69	554.778	1024.2	581.715	3824.61	2774.39	5060.92	3586.35	2486.89	560.451	5112.91	1654.41	2756.87	4301.59
O43181	O43181	NDUS4_HUMAN	NDUFS4	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"						301.174			244.254		214.567							379.263			360.296		222.853		57.2084	302.457	233.38		282.844	
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2		490.527	334.616	114.238		158.255	320.443	593.147			373.338	335.976	414.83	546.425		141.581			196.702		373.841	304.007	313.382	337.961	407.558	357.475	314.33	402.098	288.069	495.567
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	827.159	545.875	511.622	718.764	345.913	598.475	942.419	542.705	317.856	474.045	752.706	487.478	837.474	658.099	1143.48	769.027		174.488	406.227		754.349	738.527	740.466	837.37	492.24	436.401	595.305	550.036	716.742	738.133
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1		168.285				148.881		161.131			213.153		72.9464	240.346	659.108						49.3149	476.595	363.737		98.238		145.37	322.902	187.321	125.996
O43286	O43286	B4GT5_HUMAN	B4GALT5	"Beta-1,4-galactosyltransferase 5"							111.04				110.631		333.539	141.686				153.148				226.904			24.6337				748.52	
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1			239.406			200.89				653.365	141.002	154.202				98.4607			237.074	57.0693				271.041	197.909	345.745	88.1233	119.779	158.815	150.197
O43292	O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein			266.293			269.445				137.115	349.609		371.171			210.198			298.845		168.452	443.074	148.303	400.006	149.994	445.861	456.263		316.179	
O43293	O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3						171.8	146.554									232.891						293.067			148.627				151.167	
O43294	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein						208.027	169.799	424.949			386.542	333.814	532.04	462.224							226.023	580.243	278.599		163.523		320.019	114.303	225.732	348.188
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	279.299		238.756	400.839			279.633	177.971	129.78		229.636	539.392	167.563	331.73		203.939				139.481			392.886	329.322	211.202			327.126	167.167	407.889
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R		309.535	830.668	932.26	236.397	802.473	769.753	580.059	688.239	1256.39	787.481	581.852	1034.81	807.096	503.59	741.574	375.661	1050.59	948.832	1079.87	271.522	630.36	591.264	986.284	841.866	979.089	753.718	971.941	661.046	735.229
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3			356.331	346.253		165.347	183.635	188.471		412.151	245.678	465.936		479.524		478.14		507.436	340.463	297.31		215.011	179.479	364.583	217.777	436.924	419.764	331.903	115.109	109.513
O43396	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1		708.862	1279.02	906.636	646.536	1188.69	1158.68	657.462			470.991	844.287	536.016	186.16	1471.71	705.579		406.69	576.494	242.084	289.6	1254.8	780.84	668.473	273.857	209.304	820.57	315.214	555.409	700.1
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54		1161.37	740.452	678.03	220.653	905.846	865.145	742.504	278.973	231.83	751.573	1056.55	861.2	904.919	269.17	811.184		87.4014	674.532		651.141	301.151	758.28	815.517	448.174	80.5856	313.631	674.533	856.62	404.377
O43432	O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	316.175		274.638			204.364		253.026	388.148	157.256	231.291	474.227		407.662	147.363			283.423		160.371		260.04	281.554	428.119			227.747	251.978	246.676	
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H		123.921				98.7339					95.2121		137.424	134.176						153.711	61.7098	224.866		274.698	223.922				78.131	229.682
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2		146.451					418.516	378.446	137.99		260.655	130.037	396.485			457.391			397.027		395.312	162.724	443.612	420.872	181.617	84.4052	691.963	225.586	208.242	423.301
O43491	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2		417.089	317.146	490.56		317.219	383.427	281.988			237.323	181.702	371.383	321.655		420.245					424.541	326.887	182.805		138.559		258.874	422.068	214.157	458.66
O43493	O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2			517.829				138.777																64.7643		116.419	161.187	164.442		80.6735	
O43516	O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1			302.75																									125.596		133.678
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein		433.981	361.209			198.748	556.786	452.528			241.417	565.938	348.502	522.338		142.995					290.959	248.823	124.707	372.093	355.254		294.119	180.3	265.352	444.535
O43592	O43592	XPOT_HUMAN	XPOT	Exportin-T						150.506	163.638	160.797			223.216		208.054	295.255							224.087		359.272		211.024		186.277			212.293
O43598	O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1											197.106		457.568	415.073							551.509		341.565	495.402	300.011		691.323			603.488
O43615	O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44		412.302	341.011	365.312		376.853	536.005	324.398	577.64	782.145	386.867	342.472	794.199	438.001		580.865		423.461	371.796	764.517	175.698	322.385	291.925	393.065	536.381	471.384	509.5	384.89	339.421	397.04
O43617	O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3		369.701	380.954			367.592	249.785				219.346	460.26	170.276			387.858			293.634			225.292	248.429	479.375	221.357	55.9957	200.283	267.285	664.477	249.457
O43633	O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	393.732	575.103	366.109			108.888	550.324				202.971	78.0479	305.211	263.473	175.328	465.505			690.872		386.033	274.891	195.859	346.838	33.0048		494.033	145.56	212.396	526.599
O43670	O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207			956.002		465.069	107.589	304.019	303.62			427.131	776.955		306.852	219.958	314.955					224.011			541.952	327.871		168.811		268.661	464.755
O43681	O43681	GET3_HUMAN	GET3	ATPase GET3		524.571	325.186	926.025		654.763	686.359	398.176		219.444	662.338	938.705	1092.51	933.901		768.811	104.713	236.727	378.305	413.445	430.051	579.901	553.049	459.075	394.423	364.494	561.176	662.171	659	745.459
O43684	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3		346.949	532.703	457.306	359.115	622.028	683.377	352.913	439.835		510.623	535.81	849.201	450.925	613.678	511.028		573.019	807.409		174.079	412.252	497.853	340.178	389.557	354.656	577.876	416.535	442.62	489.637
O43707	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	2360.21	4698.78	3986.68	2410.6	2678.47	4033.66	6290.07	2931.46	1626.79	1161.59	6572.45	5045.34	5420.95	5158.84	2995.59	2711.23	2760.67	1404.02	3626.01	1684.8	1173.33	4801.25	3473.21	3644.49	3690.31	1290.41	4864.87	5657.85	5429.41	4594.28
O43708	O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase																112.669						69.8888								
O43709	O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase						176.056										122.651														
O43747	O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1		315.025	263.934			149.777		247.299	470.402		238.201	172.205	376.427	98.7947		349.666	925.717				303.465	507.613	171.117	328.346	286.94	251.539	326.735	265.822	315.047	265.301
O43765	O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha		511.049	363.216			455.919	472.316	258.408			413.043	214.153	154.805	806.555		241.635			162.91		381.864	473.764	487.277	508.028	176.868		438.797	381.648	442.572	579.441
O43768	O43768;P56211	ENSA_HUMAN	ENSA	Alpha-endosulfine		264.76	132.288				209.094	185.502			162.825	227.089	67.846			307.342			276.648		169.723	316.977	360.525	161.84	120.96		344.117	565.343	336.33	390.159
O43772	O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein																			201.117	289.181		374.031			252.747					
O43776	O43776	SYNC_HUMAN	NARS1	"Asparagine--tRNA ligase, cytoplasmic"		533.198	544.067	242.917	206.248	527.279	1005.82	951.293	435.991	155.179	933.414	786.127	1123.58	743.719	235.663	650.797	639.584	172.719	887.567		1081.01	1100.39	1004.39	1029.07	652.226		982.303	669.413	786.976	1470.13
